chromosome	type	id	strand	orf.start	orf.end	utr3.start	utr3.end	utr5.start	utr5.end
chrX	gene	YJR156C	-	728574	729596	728439	728573	729597	729731
chrX	gene	YJR160C	-	738008	739816	737873	738007	739817	739951
chrX	gene	YJR161C	-	742848	743999	742713	742847	744000	744134
chrX	gene	YJR162C	-	744911	745261	744776	744910	745262	745396
chrXI	gene	YKL001C	-	438777	439385	438576	438776	439386	439521
chrXI	gene	YKL003C	-	437097	437492	436978	437096	437493	437564
chrXI	gene	YKL005C	-	433093	434877	432933	433092	434878	435010
chrXI	gene	YKL006C-A	-	430198	430632	430157	430197	430633	430674
chrXI	gene	YKL008C	-	427295	428551	427160	427294	428552	428654
chrXI	gene	YKL010C	-	421424	425875	421336	421423	425876	425999
chrXI	gene	YKL011C	-	420155	421216	420057	420154	421217	421252
chrXI	gene	YKL013C	-	417508	418023	417360	417507	418024	418072
chrXI	gene	YKL014C	-	411619	416913	411588	411618	416914	417104
chrXI	gene	YKL016C	-	407465	407989	407381	407464	407990	408085
chrXI	gene	YKL017C	-	405190	407241	405103	405189	407242	407380
chrXI	gene	YKL018C-A	-	403580	403879	403409	403579	403880	403956
chrXI	gene	YKL020C	-	398832	402080	398715	398831	402081	402157
chrXI	gene	YKL021C	-	397344	398750	397251	397343	398751	398885
chrXI	gene	YKL022C	-	394726	397248	394656	394725	397249	397383
chrXI	gene	YKL023C-A	-	393146	393373	392816	393145	393374	393508
chrXI	gene	YKL024C	-	392526	393140	392416	392525	393141	393366
chrXI	gene	YKL025C	-	390240	392279	390207	390239	392280	392360
chrXI	gene	YKL026C	-	389380	389883	389199	389379	389884	390250
chrXI	gene	YKL029C	-	382716	384725	382574	382715	384726	385015
chrXI	gene	YKL032C	-	380065	381858	379860	380064	381859	382041
chrXI	gene	YKL036C	-	369528	369920	369393	369527	369921	370055
chrXI	gene	YKL040C	-	361058	361828	360834	361057	361829	362261
chrXI	gene	YKL046C	-	351275	352624	351092	351274	352625	352863
chrXI	gene	YKL048C	-	347214	349136	347034	347213	349137	349222
chrXI	gene	YKL049C	-	346075	346764	345969	346074	346765	346828
chrXI	gene	YKL050C	-	342852	345620	342702	342851	345621	345999
chrXI	gene	YKL052C	-	339668	340546	339502	339667	340547	340579
chrXI	gene	YKL053C-A	-	339182	339442	339002	339181	339443	339516
chrXI	gene	YKL054C	-	336537	338753	336305	336536	338754	338877
chrXI	gene	YKL055C	-	335321	336157	334981	335320	336158	336279
chrXI	gene	YKL056C	-	334412	334915	334141	334411	334916	335024
chrXI	gene	YKL057C	-	330856	333969	330648	330855	333970	334112
chrXI	gene	YKL059C	-	328118	329443	327986	328117	329444	329497
chrXI	gene	YKL060C	-	326408	327487	326318	326407	327488	327517
chrXI	gene	YKL063C	-	321015	321518	320865	321014	321519	321678
chrXI	gene	YKL065C	-	316437	317057	316349	316436	317058	317088
chrXI	gene	YKL074C	-	294610	296193	294524	294609	296194	296273
chrXI	gene	YKL075C	-	292956	294308	292761	292955	294309	294405
chrXI	gene	YKL076C	-	292838	293221	292691	292837	293222	293356
chrXI	gene	YKL082C	-	281025	282329	280934	281024	282330	282478
chrXI	gene	YKL087C	-	277189	277863	277004	277188	277864	278097
chrXI	gene	YKL091C	-	269718	270650	269647	269717	270651	270686
chrXI	gene	YKL092C	-	266145	269459	266017	266144	269460	269646
chrXI	gene	YKL096C-B	-	259073	259222	259023	259072	259223	259702
chrXI	gene	YKL097C	-	258503	258913	258368	258502	258914	259048
chrXI	gene	YKL099C	-	255720	256472	255613	255719	256473	256537
chrXI	gene	YKL100C	-	253697	255460	253526	253696	255461	255485
chrXI	gene	YKL102C	-	248062	248367	247752	248061	248368	248510
chrXI	gene	YKL103C	-	246138	247682	245984	246137	247683	247751
chrXI	gene	YKL104C	-	243220	245373	242932	243219	245374	245559
chrXI	gene	YKL105C	-	239185	242583	238921	239184	242584	242908
chrXI	gene	YKL106C-A	-	237147	237266	237012	237146	237267	237401
chrXI	gene	YKL110C	-	228939	229880	228819	228938	229881	230056
chrXI	gene	YKL111C	-	228464	228799	228329	228463	228800	228818
chrXI	gene	YKL113C	-	224727	225875	224622	224726	225876	226024
chrXI	gene	YKL114C	-	223352	224455	223293	223351	224456	224500
chrXI	gene	YKL115C	-	222893	223285	222758	222892	223286	223326
chrXI	gene	YKL116C	-	221344	222900	221037	221343	222901	223326
chrXI	gene	YKL119C	-	218570	219217	218465	218569	219218	219268
chrXI	gene	YKL122C	-	212495	212998	212437	212494	212999	213046
chrXI	gene	YKL128C	-	200884	201771	200737	200883	201772	201789
chrXI	gene	YKL129C	-	196349	200167	196141	196348	200168	200250
chrXI	gene	YKL130C	-	195288	196028	195082	195287	196029	196107
chrXI	gene	YKL132C	-	193574	194866	193241	193573	194867	195047
chrXI	gene	YKL133C	-	191679	193070	191575	191678	193071	193157
chrXI	gene	YKL134C	-	189124	191442	188815	189123	191443	191490
chrXI	gene	YKL135C	-	186460	188640	186410	186459	188641	188807
chrXI	gene	YKL138C	-	185286	185681	184583	185285	185682	185780
chrXI	gene	YKL138C-A	-	184803	185012	184583	184802	185013	185033
chrXI	gene	YKL144C	-	175843	176481	175178	175842	176482	176543
chrXI	gene	YKL147C	-	171551	172168	171416	171550	172169	172303
chrXI	gene	YKL148C	-	169207	171129	169022	169206	171130	171549
chrXI	gene	YKL149C	-	167612	168829	167493	167611	168830	169060
chrXI	gene	YKL151C	-	164917	165930	164817	164916	165931	166169
chrXI	gene	YKL152C	-	163642	164385	163525	163641	164386	164438
chrXI	gene	YKL155C	-	159456	161342	159326	159455	161343	161410
chrXI	gene	YKL156C-A	-	158975	159091	158566	158974	159092	159406
chrXI	gene	YKL159C	-	153816	154451	153720	153815	154452	154502
chrXI	gene	YKL161C	-	149386	150687	149034	149385	150688	150930
chrXI	gene	YKL162C	-	147630	148838	147391	147629	148839	148942
chrXI	gene	YKL162C-A	-	145922	146074	145604	145921	146075	146110
chrXI	gene	YKL164C	-	141794	142819	141296	141793	142820	143167
chrXI	gene	YKL165C	-	137932	140691	137876	137931	140692	140733
chrXI	gene	YKL165C-A	-	135790	136023	135655	135789	136024	136158
chrXI	gene	YKL166C	-	134509	135705	134320	134508	135706	135840
chrXI	gene	YKL167C	-	133721	134134	133598	133720	134135	134150
chrXI	gene	YKL168C	-	131288	133462	130534	131287	133463	133597
chrXI	gene	YKL169C	-	130685	131068	130534	130684	131069	131203
chrXI	gene	YKL174C	-	120380	122236	120313	120379	122237	122315
chrXI	gene	YKL176C	-	115500	117986	115426	115499	117987	118333
chrXI	gene	YKL178C	-	113215	114627	112937	113214	114628	115425
chrXI	gene	YKL179C	-	110464	112503	110319	110463	112504	112535
chrXI	gene	YKL183C-A	-	98395	98607	98350	98394	98608	99369
chrXI	gene	YKL186C	-	92744	93465	92657	92743	93466	93713
chrXI	gene	YKL187C	-	89284	91536	88740	89283	91537	91671
chrXI	gene	YKL188C	-	86225	88786	85973	86224	88787	88921
chrXI	gene	YKL192C	-	80160	80537	80015	80159	80538	80831
chrXI	gene	YKL193C	-	78866	79882	78755	78865	79883	79929
chrXI	gene	YKL194C	-	77258	78646	76869	77257	78647	78718
chrXI	gene	YKL196C	-	74932	75534	74699	74931	75535	75611
chrXI	gene	YKL197C	-	70734	73865	70583	70733	73866	73881
chrXI	gene	YKL198C	-	68232	70220	68121	68231	70221	70333
chrXI	gene	YKL201C	-	63930	67466	63620	63929	67467	67601
chrXI	gene	YKL203C	-	55935	63359	55678	55934	63360	63377
chrXI	gene	YKL206C	-	49006	49809	48950	49005	49810	49846
chrXI	gene	YKL209C	-	42423	46295	42258	42422	46296	46369
chrXI	gene	YKL211C	-	36699	38153	36540	36698	38154	38225
chrXI	gene	YKL213C	-	31960	34107	31884	31959	34108	34144
chrXI	gene	YKL214C	-	31082	31693	30912	31081	31694	31780
chrXI	gene	YKL215C	-	26827	30687	26416	26826	30688	30743
chrXI	gene	YKL218C	-	17359	18339	17159	17358	18340	18466
chrXI	gene	YKL220C	-	9091	11226	8819	9090	11227	11551
chrXI	gene	YKL222C	-	3503	5620	3220	3502	5621	5755
chrXI	gene	YKL224C	-	1810	2181	1675	1809	2182	2316
chrXI	gene	YKR001C	-	440608	442722	440408	440607	442723	442776
chrXI	gene	YKR004C	-	446799	448036	446758	446798	448037	448075
chrXI	gene	YKR005C	-	448521	450167	448386	448520	450168	450336
chrXI	gene	YKR006C	-	450423	451217	450337	450422	451218	451363
chrXI	gene	YKR009C	-	454352	457054	454088	454351	457055	457183
chrXI	gene	YKR010C	-	458924	461239	458735	458923	461240	461354
chrXI	gene	YKR011C	-	461635	462696	461441	461634	462697	462816
chrXI	gene	YKR012C	-	463739	464116	463699	463738	464117	464301
chrXI	gene	YKR014C	-	465367	466071	465202	465366	466072	466210
chrXI	gene	YKR015C	-	466961	468667	466273	466960	468668	468836
chrXI	gene	YKR017C	-	471694	473349	471479	471693	473350	473624
chrXI	gene	YKR018C	-	473723	475900	473596	473722	475901	475952
chrXI	gene	YKR019C	-	476216	478063	476084	476215	478064	478187
chrXI	gene	YKR022C	-	482171	483139	482070	482170	483140	483233
chrXI	gene	YKR024C	-	485144	487372	485075	485143	487373	487507
chrXI	gene	YKR026C	-	488738	489655	488582	488737	489656	489831
chrXI	gene	YKR029C	-	497578	499833	497465	497577	499834	499862
chrXI	gene	YKR031C	-	501344	506395	501138	501343	506396	506515
chrXI	gene	YKR033C	-	506879	507304	506744	506878	507305	507439
chrXI	gene	YKR035C	-	507920	508561	507877	507919	508562	508596
chrXI	gene	YKR036C	-	508702	510633	508576	508701	510634	510796
chrXI	gene	YKR037C	-	510910	511797	510786	510909	511798	511976
chrXI	gene	YKR038C	-	511999	513159	511890	511998	513160	513463
chrXI	gene	YKR040C	-	518063	518566	518052	518062	518567	519311
chrXI	gene	YKR043C	-	520897	521712	520762	520896	521713	521760
chrXI	gene	YKR045C	-	523418	523969	523352	523417	523970	524113
chrXI	gene	YKR046C	-	524223	525074	524035	524222	525075	525373
chrXI	gene	YKR048C	-	525387	526640	525278	525386	526641	526660
chrXI	gene	YKR049C	-	526830	527231	526728	526829	527232	527240
chrXI	gene	YKR052C	-	532550	533464	532224	532549	533465	533536
chrXI	gene	YKR053C	-	534067	535281	533961	534066	535282	535416
chrXI	gene	YKR063C	-	560789	562297	560702	560788	562298	562328
chrXI	gene	YKR065C	-	565299	565892	565204	565298	565893	566092
chrXI	gene	YKR066C	-	566113	567198	566009	566112	567199	567335
chrXI	gene	YKR068C	-	570328	570909	570183	570327	570910	571064
chrXI	gene	YKR071C	-	574934	575980	574688	574933	575981	576170
chrXI	gene	YKR072C	-	576435	578123	576286	576434	578124	578300
chrXI	gene	YKR073C	-	578187	578507	578052	578186	578508	578642
chrXI	gene	YKR075C	-	579827	580750	579743	579826	580751	580893
chrXI	gene	YKR079C	-	586789	589305	586665	586788	589306	589500
chrXI	gene	YKR081C	-	591506	592540	591436	591505	592541	592581
chrXI	gene	YKR083C	-	596421	596822	596286	596420	596823	596882
chrXI	gene	YKR084C	-	597055	598890	596956	597054	598891	599092
chrXI	gene	YKR085C	-	599094	599681	599059	599093	599682	599693
chrXI	gene	YKR087C	-	603195	604232	603100	603194	604233	604255
chrXI	gene	YKR088C	-	604405	605418	604319	604404	605419	605437
chrXI	gene	YKR089C	-	605633	608365	605484	605632	608366	608426
chrXI	gene	YKR092C	-	612665	613885	612493	612664	613886	614125
chrXI	gene	YKR094C	-	617996	618750	617844	617995	618751	618810
chrXI	gene	YKR098C	-	633026	635179	632955	633025	635180	635294
chrXI	gene	YKR100C	-	638901	639968	638777	638900	639969	640314
chrXI	gene	YKR105C	-	658716	660464	658581	658715	660465	660599
chrXII	gene	YLL005C	-	137940	140546	137805	137939	140547	140609
chrXII	gene	YLL007C	-	134302	136299	134167	134301	136300	136360
chrXII	gene	YLL009C	-	131205	131414	131057	131204	131415	131474
chrXII	gene	YLL010C	-	129330	130613	129098	129329	130614	130856
chrXII	gene	YLL013C	-	122075	124714	121747	122074	124715	125050
chrXII	gene	YLL018C	-	109902	111575	109632	109901	111576	111796
chrXII	gene	YLL018C-A	-	108676	108972	108598	108675	108973	109023
chrXII	gene	YLL019C	-	105686	107899	105409	105685	107900	108356
chrXII	gene	YLL020C	-	105556	105861	105382	105555	105862	105996
chrXII	gene	YLL022C	-	99044	100201	98871	99043	100202	100568
chrXII	gene	YLL023C	-	97997	98836	97751	97996	98837	98872
chrXII	gene	YLL024C	-	95566	97485	95405	95565	97486	97601
chrXII	gene	YLL030C	-	80356	80697	80221	80355	80698	80832
chrXII	gene	YLL031C	-	77152	80205	77011	77151	80206	80383
chrXII	gene	YLL032C	-	74270	76747	73974	74269	76748	76915
chrXII	gene	YLL034C	-	70633	73146	70530	70632	73147	73208
chrXII	gene	YLL036C	-	66745	68256	66708	66744	68257	68410
chrXII	gene	YLL038C	-	65775	66518	65305	65774	66519	66744
chrXII	gene	YLL039C	-	64062	65207	63821	64061	65208	65306
chrXII	gene	YLL040C	-	54211	63645	54146	54210	63646	63745
chrXII	gene	YLL041C	-	53131	53931	52813	53130	53932	54005
chrXII	gene	YLL042C	-	52087	52590	51439	52086	52591	52812
chrXII	gene	YLL045C	-	47859	48629	47743	47858	48630	48654
chrXII	gene	YLL046C	-	46714	47463	46523	46713	47464	47742
chrXII	gene	YLL048C	-	41280	46265	40646	41279	46266	46519
chrXII	gene	YLL050C	-	39804	40414	39678	39803	40415	40427
chrXII	gene	YLL051C	-	37333	39471	37171	37332	39472	39677
chrXII	gene	YLL052C	-	35912	36361	35777	35911	36362	36844
chrXII	gene	YLL053C	-	35503	35961	35502	35502	35962	36096
chrXII	gene	YLL054C	-	32673	35204	32309	32672	35205	35317
chrXII	gene	YLL056C	-	27409	28305	27290	27408	28306	28430
chrXII	gene	YLL057C	-	25756	26994	25749	25755	26995	27188
chrXII	gene	YLL059C	-	22474	22980	22339	22473	22981	23115
chrXII	gene	YLL060C	-	21138	21839	20901	21137	21840	21971
chrXII	gene	YLL062C	-	16639	17613	16553	16638	17614	17694
chrXII	gene	YLL063C	-	14648	16072	14529	14647	16073	16432
chrXII	gene	YLL064C	-	13083	13445	12948	13082	13446	13580
chrXII	gene	YLL066C	-	6120	9836	5985	6119	9837	9971
chrXII	gene	YLL067C	-	585	4301	450	584	4302	4436
chrXII	gene	YLR001C	-	151389	153977	151281	151388	153978	154070
chrXII	gene	YLR002C	-	154343	156334	154277	154342	156335	156386
chrXII	gene	YLR003C	-	156855	157730	156605	156854	157731	157769
chrXII	gene	YLR004C	-	157934	159505	157799	157933	159506	159640
chrXII	gene	YLR006C	-	161755	163893	161464	161754	163894	164070
chrXII	gene	YLR008C	-	165577	166083	165391	165576	166084	166185
chrXII	gene	YLR010C	-	167320	167802	167189	167319	167803	167951
chrXII	gene	YLR012C	-	169982	170281	169912	169981	170282	170316
chrXII	gene	YLR014C	-	172268	174982	171974	172267	174983	175005
chrXII	gene	YLR016C	-	176802	177416	176777	176801	177417	177566
chrXII	gene	YLR018C	-	178707	179606	178630	178706	179607	179713
chrXII	gene	YLR020C	-	181789	183405	181585	181788	183406	183455
chrXII	gene	YLR022C	-	184174	184926	183588	184173	184927	184944
chrXII	gene	YLR023C	-	185498	187129	185356	185497	187130	187434
chrXII	gene	YLR024C	-	187663	193281	187435	187662	193282	193467
chrXII	gene	YLR026C	-	195450	196472	195211	195449	196473	196830
chrXII	gene	YLR027C	-	196829	198085	196808	196828	198086	198126
chrXII	gene	YLR028C	-	199540	201315	199471	199539	201316	201866
chrXII	gene	YLR029C	-	201976	202590	201867	201975	202591	202755
chrXII	gene	YLR034C	-	210512	211933	210373	210511	211934	212079
chrXII	gene	YLR035C	-	212369	214456	211779	212368	214457	214747
chrXII	gene	YLR036C	-	221521	222132	221308	221520	222133	222197
chrXII	gene	YLR037C	-	222685	223059	222269	222684	223060	223194
chrXII	gene	YLR038C	-	224921	225172	224630	224920	225173	225251
chrXII	gene	YLR039C	-	225426	228596	225240	225425	228597	228731
chrXII	gene	YLR040C	-	228908	229582	228625	228907	229583	229717
chrXII	gene	YLR042C	-	229966	230451	229872	229965	230452	230539
chrXII	gene	YLR043C	-	231702	232013	231605	231701	232014	232364
chrXII	gene	YLR044C	-	232390	234081	232336	232389	234082	234245
chrXII	gene	YLR045C	-	235037	237703	234545	235036	237704	237742
chrXII	gene	YLR046C	-	238001	238813	237978	238000	238814	239234
chrXII	gene	YLR047C	-	239347	241407	239212	239346	241408	241674
chrXII	gene	YLR049C	-	243886	245172	243571	243885	245173	245204
chrXII	gene	YLR050C	-	245587	246072	245525	245586	246073	246207
chrXII	gene	YLR051C	-	246324	246977	246258	246323	246978	246996
chrXII	gene	YLR053C	-	248100	248426	248000	248099	248427	249037
chrXII	gene	YLR055C	-	251272	253080	251238	251271	253081	253361
chrXII	gene	YLR058C	-	257992	259401	257851	257991	259402	259429
chrXII	gene	YLR059C	-	259738	260547	259578	259737	260548	260842
chrXII	gene	YLR062C	-	263577	263954	263147	263576	263955	264046
chrXII	gene	YLR065C	-	266373	266918	266286	266372	266919	266973
chrXII	gene	YLR067C	-	267813	270710	267725	267812	270711	270804
chrXII	gene	YLR069C	-	271630	273915	270983	271629	273916	273931
chrXII	gene	YLR070C	-	274141	275211	274099	274140	275212	275316
chrXII	gene	YLR071C	-	275378	278626	275245	275377	278627	278740
chrXII	gene	YLR073C	-	281019	281621	280962	281018	281622	281921
chrXII	gene	YLR074C	-	281956	282456	281914	281955	282457	282481
chrXII	gene	YLR076C	-	283185	283607	282902	283184	283608	283726
chrXII	gene	YLR078C	-	285736	286559	285664	285735	286560	286685
chrXII	gene	YLR082C	-	292394	293572	292095	292393	293573	293682
chrXII	gene	YLR083C	-	294091	296094	293698	294090	296095	296258
chrXII	gene	YLR084C	-	296589	300251	296527	296588	300252	300393
chrXII	gene	YLR085C	-	300673	301989	300493	300672	301990	302023
chrXII	gene	YLR087C	-	306855	315731	306717	306854	315732	315774
chrXII	gene	YLR089C	-	318237	320015	318189	318236	320016	320452
chrXII	gene	YLR093C	-	326513	327415	326346	326512	327416	327556
chrXII	gene	YLR094C	-	327730	329238	327610	327729	329239	329315
chrXII	gene	YLR095C	-	329677	332115	329626	329676	332116	332168
chrXII	gene	YLR097C	-	336231	337265	336096	336230	337266	337336
chrXII	gene	YLR098C	-	337527	339473	337379	337526	339474	339718
chrXII	gene	YLR099C	-	339744	340928	339644	339743	340929	341298
chrXII	gene	YLR101C	-	342566	342961	342431	342565	342962	343096
chrXII	gene	YLR102C	-	342970	343767	342855	342969	343768	343818
chrXII	gene	YLR103C	-	343989	345941	343829	343988	345942	346053
chrXII	gene	YLR105C	-	347047	348180	346980	347046	348181	348390
chrXII	gene	YLR106C	-	349006	363738	348678	349005	363739	363867
chrXII	gene	YLR108C	-	366667	368124	366398	366666	368125	368737
chrXII	gene	YLR110C	-	369697	370098	369598	369696	370099	370367
chrXII	gene	YLR114C	-	374944	377238	374483	374943	377239	377304
chrXII	gene	YLR117C	-	382471	384534	382365	382470	384535	384557
chrXII	gene	YLR118C	-	384725	385408	384604	384724	385409	385533
chrXII	gene	YLR120C	-	386511	388220	386190	386510	388221	388370
chrXII	gene	YLR121C	-	388744	390270	388625	388743	390271	390453
chrXII	gene	YLR122C	-	390954	391331	390908	390953	391332	392014
chrXII	gene	YLR123C	-	391078	391407	390943	391077	391408	392014
chrXII	gene	YLR126C	-	394765	395520	394539	394764	395521	395600
chrXII	gene	YLR127C	-	395758	398319	395687	395757	398320	398379
chrXII	gene	YLR130C	-	402794	404062	402750	402793	404063	404347
chrXII	gene	YLR131C	-	404510	406822	404413	404509	406823	406957
chrXII	gene	YLR132C	-	407283	408155	407270	407282	408156	408223
chrXII	gene	YLR136C	-	415801	416658	415660	415800	416659	416731
chrXII	gene	YLR139C	-	421542	423473	421397	421541	423474	423608
chrXII	gene	YLR144C	-	429677	432016	429624	429676	432017	432023
chrXII	gene	YLR146C	-	432823	433725	432763	432822	433726	433758
chrXII	gene	YLR147C	-	434158	434463	434061	434157	434464	434477
chrXII	gene	YLR149C	-	437631	439823	437481	437630	439824	439900
chrXII	gene	YLR149C-A	-	440370	440456	440239	440369	440457	440678
chrXII	gene	YLR151C	-	441715	442737	441479	441714	442738	442938
chrXII	gene	YLR152C	-	442958	444688	442871	442957	444689	445298
chrXII	gene	YLR153C	-	445524	447575	445288	445523	447576	447709
chrXII	gene	YLR154C	-	447982	448314	447908	447981	448315	448394
chrXII	gene	YLR154C-G	-	462522	462671	462085	462521	462672	463661
chrXII	gene	YLR154C-H	-	468827	468958	468692	468826	468959	469093
chrXII	gene	YLR155C	-	469317	470405	469182	469316	470406	470540
chrXII	gene	YLR156C-A	-	472479	472610	472344	472478	472611	472745
chrXII	gene	YLR157C	-	472969	474057	472834	472968	474058	474192
chrXII	gene	YLR157C-C	-	482059	482190	481924	482058	482191	482325
chrXII	gene	YLR158C	-	482549	483637	482414	482548	483638	483772
chrXII	gene	YLR159C-A	-	485711	485842	485576	485710	485843	485977
chrXII	gene	YLR160C	-	486201	487289	486066	486200	487290	487424
chrXII	gene	YLR163C	-	491866	493254	491734	491865	493255	493331
chrXII	gene	YLR165C	-	494494	495258	493915	494493	495259	495454
chrXII	gene	YLR166C	-	495429	498044	495367	495428	498045	498082
chrXII	gene	YLR168C	-	499578	500270	498948	499577	500271	500405
chrXII	gene	YLR170C	-	500579	501049	500342	500578	501050	501092
chrXII	gene	YLR172C	-	501260	502162	501214	501259	502163	502188
chrXII	gene	YLR176C	-	507797	510232	507670	507796	510233	511010
chrXII	gene	YLR178C	-	513162	513821	512951	513161	513822	514110
chrXII	gene	YLR179C	-	514108	514713	513351	514107	514714	515043
chrXII	gene	YLR181C	-	516678	517670	516576	516677	517671	517837
chrXII	gene	YLR183C	-	520543	522012	520375	520542	522013	522123
chrXII	gene	YLR189C	-	530797	534393	530661	530796	534394	534596
chrXII	gene	YLR192C	-	538792	539589	538578	538791	539590	539651
chrXII	gene	YLR193C	-	540009	540536	539843	540008	540537	540618
chrXII	gene	YLR194C	-	540809	541573	540656	540808	541574	541915
chrXII	gene	YLR195C	-	541937	543304	541657	541936	543305	543376
chrXII	gene	YLR198C	-	547286	547645	547142	547285	547646	547792
chrXII	gene	YLR199C	-	547853	548769	547690	547852	548770	548807
chrXII	gene	YLR201C	-	549511	550293	549433	549510	550294	550342
chrXII	gene	YLR202C	-	550194	550636	550059	550193	550637	550771
chrXII	gene	YLR203C	-	550650	551960	550553	550649	551961	552063
chrXII	gene	YLR205C	-	552724	553677	552634	552723	553678	554411
chrXII	gene	YLR209C	-	560797	561732	560606	560796	561733	561758
chrXII	gene	YLR211C	-	563792	564531	563454	563791	564532	564601
chrXII	gene	YLR212C	-	564860	566281	564718	564859	566282	566440
chrXII	gene	YLR213C	-	566654	567922	566519	566653	567923	568057
chrXII	gene	YLR215C	-	570776	571858	570661	570775	571859	571901
chrXII	gene	YLR216C	-	572096	573211	571975	572095	573212	573244
chrXII	gene	YLR218C	-	573466	573918	573235	573465	573919	573924
chrXII	gene	YLR221C	-	578362	579024	578151	578361	579025	579068
chrXII	gene	YLR222C	-	579318	581771	579210	579317	581772	581809
chrXII	gene	YLR222C-A	-	582006	582236	581871	582005	582237	582371
chrXII	gene	YLR223C	-	582233	585490	582064	582232	585491	586036
chrXII	gene	YLR225C	-	587695	588918	587585	587694	588919	588990
chrXII	gene	YLR227C	-	590562	592043	590427	590561	592044	592509
chrXII	gene	YLR228C	-	600019	602463	599837	600018	602464	602715
chrXII	gene	YLR229C	-	604212	604787	604146	604211	604788	605014
chrXII	gene	YLR231C	-	605758	607119	605623	605757	607120	607147
chrXII	gene	YLR233C	-	607425	609524	607143	607424	609525	609556
chrXII	gene	YLR235C	-	611532	611930	611397	611531	611931	612435
chrXII	gene	YLR236C	-	611794	612117	611659	611793	612118	612435
chrXII	gene	YLR239C	-	616332	617318	616232	616331	617319	617349
chrXII	gene	YLR242C	-	622918	623883	622859	622917	623884	623960
chrXII	gene	YLR244C	-	625168	626331	625138	625167	626332	626460
chrXII	gene	YLR245C	-	626502	626930	626354	626501	626931	627065
chrXII	gene	YLR247C	-	628684	633354	628407	628683	633355	633430
chrXII	gene	YLR254C	-	644404	644973	644348	644403	644974	645085
chrXII	gene	YLR255C	-	645600	645953	645465	645599	645954	646088
chrXII	gene	YLR259C	-	663284	665002	663213	663283	665003	665039
chrXII	gene	YLR261C	-	668237	668563	668007	668236	668564	669181
chrXII	gene	YLR262C	-	668244	668891	668180	668243	668892	669181
chrXII	gene	YLR262C-A	-	669468	669662	669190	669467	669663	669709
chrXII	gene	YLR264C-A	-	673828	673944	673039	673827	673945	673979
chrXII	gene	YLR265C	-	674427	675455	673979	674426	675456	675590
chrXII	gene	YLR266C	-	675619	677724	675595	675618	677725	677782
chrXII	gene	YLR269C	-	680866	681216	680857	680865	681217	681351
chrXII	gene	YLR272C	-	683672	687202	683621	683671	687203	687284
chrXII	gene	YLR273C	-	689083	691029	688924	689082	691030	691270
chrXII	gene	YLR276C	-	695046	696830	694961	695045	696831	696938
chrXII	gene	YLR277C	-	697156	699495	697017	697155	699496	699701
chrXII	gene	YLR278C	-	699999	704024	699746	699998	704025	704189
chrXII	gene	YLR280C	-	704483	704833	704348	704482	704834	704968
chrXII	gene	YLR281C	-	704493	704960	704358	704492	704961	705095
chrXII	gene	YLR282C	-	705071	705412	704936	705070	705413	705547
chrXII	gene	YLR284C	-	706198	707040	706138	706197	707041	707158
chrXII	gene	YLR285C-A	-	708168	708338	708033	708167	708339	708473
chrXII	gene	YLR286C	-	708448	710136	708302	708447	710137	710368
chrXII	gene	YLR287C	-	710991	712058	710757	710990	712059	712135
chrXII	gene	YLR287C-A	-	712537	713158	712282	712536	713159	713258
chrXII	gene	YLR288C	-	713480	714904	713334	713479	714905	714940
chrXII	gene	YLR290C	-	717145	717978	717059	717144	717979	718083
chrXII	gene	YLR291C	-	718317	719462	718133	718316	719463	719752
chrXII	gene	YLR292C	-	719789	720370	719657	719788	720371	720451
chrXII	gene	YLR293C	-	720771	721430	720556	720770	721431	721557
chrXII	gene	YLR294C	-	721701	722030	721614	721700	722031	722165
chrXII	gene	YLR295C	-	721999	722373	721760	721998	722374	722640
chrXII	gene	YLR298C	-	724721	725416	724027	724720	725417	725451
chrXII	gene	YLR299C-A	-	727911	728003	727776	727910	728004	728186
chrXII	gene	YLR302C	-	732191	732553	732056	732190	732554	732688
chrXII	gene	YLR304C	-	735212	737548	734866	735211	737549	737686
chrXII	gene	YLR305C	-	738161	743863	737930	738160	743864	743895
chrXII	gene	YLR307C-A	-	746848	747111	746713	746847	747112	747246
chrXII	gene	YLR309C	-	749034	751769	748777	749033	751770	751860
chrXII	gene	YLR310C	-	752224	756993	751937	752223	756994	757080
chrXII	gene	YLR311C	-	757265	757612	757130	757264	757613	757747
chrXII	gene	YLR312C	-	757637	758833	757502	757636	758834	759037
chrXII	gene	YLR313C	-	760750	762342	759757	760749	762343	762551
chrXII	gene	YLR314C	-	762575	764137	762493	762574	764138	764235
chrXII	gene	YLR316C	-	765266	766358	765226	765265	766359	766415
chrXII	gene	YLR319C	-	769318	771684	769161	769317	771685	771745
chrXII	gene	YLR321C	-	776584	777864	776351	776583	777865	777999
chrXII	gene	YLR323C	-	778173	778952	778038	778172	778953	779066
chrXII	gene	YLR325C	-	781143	781379	780876	781142	781380	781402
chrXII	gene	YLR327C	-	783127	783387	782956	783126	783388	783644
chrXII	gene	YLR331C	-	790669	791046	790093	790668	791047	791172
chrXII	gene	YLR333C	-	795573	796335	795414	795572	796336	796447
chrXII	gene	YLR334C	-	796698	797078	796563	796697	797079	797213
chrXII	gene	YLR336C	-	799697	802396	798768	799696	802397	802497
chrXII	gene	YLR337C	-	802653	805106	802520	802652	805107	805236
