chromosome	start	end	strand	ID
chrXIV	220426	220643	+	lncRNA_1944
chrXIV	229906	230026	+	lncRNA_1945
chrXIV	234042	234322	+	lncRNA_1946
chrXIV	245474	245610	+	lncRNA_1947
chrXIV	258434	258786	+	lncRNA_1948
chrXIV	270161	271218	+	lncRNA_1949
chrXIV	271997	274085	+	lncRNA_1950
chrXIV	302217	302649	+	lncRNA_1951
chrXIV	318037	319816	+	lncRNA_1952
chrXIV	335305	336497	+	lncRNA_1953
chrXIV	337988	339199	+	lncRNA_1954
chrXIV	340945	341049	+	lncRNA_1955
chrXIV	348761	349185	+	lncRNA_1956
chrXIV	354364	355415	+	lncRNA_1957
chrXIV	355754	357012	+	lncRNA_1958
chrXIV	372466	374281	+	lncRNA_1959
chrXIV	374329	374513	+	lncRNA_1960
chrXIV	381097	381337	+	lncRNA_1961
chrXIV	416601	416793	+	lncRNA_1962
chrXIV	417833	418153	+	lncRNA_1963
chrXIV	426921	427569	+	lncRNA_1964
chrXIV	440777	441360	+	lncRNA_1965
chrXIV	444769	446986	+	lncRNA_1966
chrXIV	487539	487748	+	lncRNA_1967
chrXIV	498842	499122	+	lncRNA_1968
chrXIV	500554	500794	+	lncRNA_1969
chrXIV	533939	534091	+	lncRNA_1970
chrXIV	535234	535786	+	lncRNA_1971
chrXIV	546258	546781	+	lncRNA_1972
chrXIV	568307	569115	+	lncRNA_1973
chrXIV	579035	579443	+	lncRNA_1974
chrXIV	586428	586611	+	lncRNA_1975
chrXIV	586824	587072	+	lncRNA_1976
chrXIV	587107	588977	+	lncRNA_1977
chrXIV	595402	596858	+	lncRNA_1978
chrXIV	597841	602246	+	lncRNA_1979
chrXIV	618519	618856	+	lncRNA_1980
chrXIV	621338	621714	+	lncRNA_1981
chrXIV	624873	625332	+	lncRNA_1982
chrXIV	629082	629514	+	lncRNA_1983
chrXIV	632795	634067	+	lncRNA_1984
chrXIV	662194	662306	+	lncRNA_1985
chrXIV	705938	706106	+	lncRNA_1986
chrXIV	716434	716706	+	lncRNA_1987
chrXIV	723403	724075	+	lncRNA_1988
chrXIV	724489	726008	+	lncRNA_1989
chrXIV	727823	728315	+	lncRNA_1990
chrXIV	728417	730171	+	lncRNA_1991
chrXIV	730843	733346	+	lncRNA_1992
chrXIV	742309	742575	+	lncRNA_1993
chrXIV	743808	746386	+	lncRNA_1994
chrXIV	754958	757826	+	lncRNA_1995
chrXIV	757833	758555	+	lncRNA_1996
chrXIV	759535	759814	+	lncRNA_1997
chrXIV	759988	760420	+	lncRNA_1998
chrXIV	761332	763045	+	lncRNA_1999
chrXIV	763076	764044	+	lncRNA_2000
chrXIV	764324	764740	+	lncRNA_2001
chrXIV	770253	771438	+	lncRNA_2002
chrXIV	10525	11210	-	lncRNA_2003
chrXIV	13797	14320	-	lncRNA_2004
chrXIV	31406	31766	-	lncRNA_2005
chrXIV	41854	41902	-	lncRNA_2006
chrXIV	49198	49326	-	lncRNA_2007
chrXIV	64614	64814	-	lncRNA_2008
chrXIV	65758	66246	-	lncRNA_2009
chrXIV	67862	68415	-	lncRNA_2010
chrXIV	82385	82593	-	lncRNA_2011
chrXIV	86863	87319	-	lncRNA_2012
chrXIV	89623	89887	-	lncRNA_2013
chrXIV	107159	108183	-	lncRNA_2014
chrXIV	110847	112903	-	lncRNA_2015
chrXIV	116199	116575	-	lncRNA_2016
chrXIV	124873	126042	-	lncRNA_2017
chrXIV	154510	154838	-	lncRNA_2018
chrXIV	174810	175218	-	lncRNA_2019
chrXIV	185014	185238	-	lncRNA_2020
chrXIV	201343	201982	-	lncRNA_2021
chrXIV	204918	206759	-	lncRNA_2022
chrXIV	240886	241342	-	lncRNA_2023
chrXIV	241436	244226	-	lncRNA_2024
chrXIV	250782	251742	-	lncRNA_2025
chrXIV	253958	254356	-	lncRNA_2026
chrXIV	254448	254996	-	lncRNA_2027
chrXIV	275270	276078	-	lncRNA_2028
chrXIV	287604	289178	-	lncRNA_2029
chrXIV	335173	337741	-	lncRNA_2030
chrXIV	339648	340089	-	lncRNA_2031
chrXIV	358469	359237	-	lncRNA_2032
chrXIV	366269	366501	-	lncRNA_2033
chrXIV	371269	371469	-	lncRNA_2034
chrXIV	406340	408101	-	lncRNA_2035
chrXIV	427351	427554	-	lncRNA_2036
chrXIV	434269	435332	-	lncRNA_2037
chrXIV	435370	435699	-	lncRNA_2038
chrXIV	435705	437341	-	lncRNA_2039
chrXIV	450828	452011	-	lncRNA_2040
chrXIV	458797	459429	-	lncRNA_2041
chrXIV	462231	466637	-	lncRNA_2042
chrXIV	479422	480358	-	lncRNA_2043
chrXIV	482704	483112	-	lncRNA_2044
chrXIV	483654	485262	-	lncRNA_2045
chrXIV	488466	488705	-	lncRNA_2046
chrXIV	490183	491247	-	lncRNA_2047
chrXIV	493099	493591	-	lncRNA_2048
chrXIV	500955	502870	-	lncRNA_2049
chrXIV	507463	507798	-	lncRNA_2050
chrXIV	519557	519903	-	lncRNA_2051
chrXIV	525041	525373	-	lncRNA_2052
chrXIV	525559	525823	-	lncRNA_2053
chrXIV	529159	529559	-	lncRNA_2054
chrXIV	529769	531459	-	lncRNA_2055
chrXIV	542119	543135	-	lncRNA_2056
chrXIV	547317	548054	-	lncRNA_2057
chrXIV	548156	549258	-	lncRNA_2058
chrXIV	562304	567671	-	lncRNA_2059
chrXIV	569964	570310	-	lncRNA_2060
chrXIV	570404	573033	-	lncRNA_2061
chrXIV	573719	574169	-	lncRNA_2062
chrXIV	581744	582070	-	lncRNA_2063
chrXIV	587922	588186	-	lncRNA_2064
chrXIV	604471	605247	-	lncRNA_2065
chrXIV	609999	611103	-	lncRNA_2066
chrXIV	614445	615668	-	lncRNA_2067
chrXIV	623447	623668	-	lncRNA_2068
chrXIV	623754	624016	-	lncRNA_2069
chrXIV	635430	636862	-	lncRNA_2070
chrXIV	642633	643546	-	lncRNA_2071
chrXIV	652341	653206	-	lncRNA_2072
chrXIV	663294	663662	-	lncRNA_2073
chrXIV	705326	705942	-	lncRNA_2074
chrXIV	707118	707558	-	lncRNA_2075
chrXIV	735757	736160	-	lncRNA_2076
chrXIV	736216	736480	-	lncRNA_2077
chrXIV	736592	736908	-	lncRNA_2078
chrXIV	740037	742327	-	lncRNA_2079
chrXIV	746306	746751	-	lncRNA_2080
chrXIV	763088	764024	-	lncRNA_2081
chrXIV	764684	769520	-	lncRNA_2082
chrXV	3524	3979	+	lncRNA_2083
chrXV	8666	9066	+	lncRNA_2084
chrXV	15690	16853	+	lncRNA_2085
chrXV	18276	18704	+	lncRNA_2086
chrXV	21866	22386	+	lncRNA_2087
chrXV	31666	33258	+	lncRNA_2088
chrXV	33610	34402	+	lncRNA_2089
chrXV	35881	38725	+	lncRNA_2090
chrXV	38746	39170	+	lncRNA_2091
chrXV	40322	40570	+	lncRNA_2092
chrXV	47827	48859	+	lncRNA_2093
chrXV	69435	69727	+	lncRNA_2094
chrXV	78696	79639	+	lncRNA_2095
chrXV	81565	81828	+	lncRNA_2096
chrXV	90072	91426	+	lncRNA_2097
chrXV	91653	91947	+	lncRNA_2098
chrXV	96658	97058	+	lncRNA_2099
chrXV	128306	128498	+	lncRNA_2100
chrXV	136442	136874	+	lncRNA_2101
chrXV	138010	138322	+	lncRNA_2102
chrXV	143802	144178	+	lncRNA_2103
chrXV	153418	153761	+	lncRNA_2104
chrXV	154898	155266	+	lncRNA_2105
chrXV	161864	162135	+	lncRNA_2106
chrXV	168330	168434	+	lncRNA_2107
chrXV	170314	170786	+	lncRNA_2108
chrXV	204674	205138	+	lncRNA_2109
chrXV	225274	226587	+	lncRNA_2110
chrXV	227657	228051	+	lncRNA_2111
chrXV	232483	232795	+	lncRNA_2112
chrXV	233204	233806	+	lncRNA_2113
chrXV	234611	234763	+	lncRNA_2114
chrXV	241595	242769	+	lncRNA_2115
chrXV	267825	268137	+	lncRNA_2116
chrXV	281662	282084	+	lncRNA_2117
chrXV	295670	295893	+	lncRNA_2118
chrXV	303417	304593	+	lncRNA_2119
chrXV	311297	312688	+	lncRNA_2120
chrXV	313001	313553	+	lncRNA_2121
chrXV	315277	316729	+	lncRNA_2122
chrXV	322195	323348	+	lncRNA_2123
chrXV	335353	338401	+	lncRNA_2124
chrXV	346389	347022	+	lncRNA_2125
chrXV	348698	349050	+	lncRNA_2126
chrXV	383618	383962	+	lncRNA_2127
chrXV	385114	386370	+	lncRNA_2128
chrXV	392522	392842	+	lncRNA_2129
chrXV	397570	398034	+	lncRNA_2130
chrXV	408138	408218	+	lncRNA_2131
chrXV	416185	416505	+	lncRNA_2132
chrXV	418128	418892	+	lncRNA_2133
chrXV	421913	422201	+	lncRNA_2134
chrXV	422374	425256	+	lncRNA_2135
chrXV	435776	438496	+	lncRNA_2136
chrXV	444096	444536	+	lncRNA_2137
chrXV	446080	447096	+	lncRNA_2138
chrXV	458166	458648	+	lncRNA_2139
chrXV	462632	463392	+	lncRNA_2140
chrXV	473824	474368	+	lncRNA_2141
chrXV	491109	493036	+	lncRNA_2142
chrXV	504725	505272	+	lncRNA_2143
chrXV	507030	507962	+	lncRNA_2144
chrXV	515049	515169	+	lncRNA_2145
chrXV	517113	517457	+	lncRNA_2146
chrXV	550022	550368	+	lncRNA_2147
chrXV	550497	551049	+	lncRNA_2148
chrXV	553129	553881	+	lncRNA_2149
chrXV	570969	571789	+	lncRNA_2150
chrXV	584321	585185	+	lncRNA_2151
chrXV	605353	605681	+	lncRNA_2152
chrXV	617169	618089	+	lncRNA_2153
chrXV	618849	619649	+	lncRNA_2154
chrXV	639205	639476	+	lncRNA_2155
chrXV	639545	640705	+	lncRNA_2156
chrXV	642393	642697	+	lncRNA_2157
chrXV	661889	662169	+	lncRNA_2158
chrXV	667824	670633	+	lncRNA_2159
chrXV	672609	673562	+	lncRNA_2160
chrXV	681049	681321	+	lncRNA_2161
chrXV	682466	682997	+	lncRNA_2162
chrXV	701775	704116	+	lncRNA_2163
chrXV	709336	709702	+	lncRNA_2164
chrXV	754890	755093	+	lncRNA_2165
chrXV	802401	802617	+	lncRNA_2166
chrXV	824541	824852	+	lncRNA_2167
chrXV	825252	826292	+	lncRNA_2168
chrXV	844892	845436	+	lncRNA_2169
chrXV	878093	878317	+	lncRNA_2170
chrXV	889853	891677	+	lncRNA_2171
chrXV	891920	892678	+	lncRNA_2172
chrXV	898598	899018	+	lncRNA_2173
chrXV	907435	907689	+	lncRNA_2174
chrXV	907774	908270	+	lncRNA_2175
chrXV	913934	914046	+	lncRNA_2176
chrXV	923110	923358	+	lncRNA_2177
chrXV	936734	938350	+	lncRNA_2178
chrXV	958342	958871	+	lncRNA_2179
chrXV	967271	970310	+	lncRNA_2180
chrXV	970826	976057	+	lncRNA_2181
chrXV	977707	980142	+	lncRNA_2182
chrXV	989038	989694	+	lncRNA_2183
chrXV	995063	997118	+	lncRNA_2184
chrXV	1001086	1001838	+	lncRNA_2185
chrXV	1003958	1004470	+	lncRNA_2186
chrXV	1019000	1019852	+	lncRNA_2187
chrXV	1031557	1032410	+	lncRNA_2188
chrXV	1044224	1044429	+	lncRNA_2189
chrXV	1072267	1072621	+	lncRNA_2190
chrXV	1072715	1072938	+	lncRNA_2191
chrXV	4009	5307	-	lncRNA_2192
chrXV	5480	6898	-	lncRNA_2193
chrXV	6957	7933	-	lncRNA_2194
chrXV	9026	9764	-	lncRNA_2195
chrXV	24395	26902	-	lncRNA_2196
chrXV	27161	27694	-	lncRNA_2197
chrXV	27779	28191	-	lncRNA_2198
chrXV	34508	35645	-	lncRNA_2199
chrXV	35858	38615	-	lncRNA_2200
chrXV	38861	40222	-	lncRNA_2201
chrXV	40698	43404	-	lncRNA_2202
chrXV	53795	54126	-	lncRNA_2203
chrXV	71661	72316	-	lncRNA_2204
chrXV	73241	73913	-	lncRNA_2205
chrXV	83774	84079	-	lncRNA_2206
chrXV	99102	99470	-	lncRNA_2207
chrXV	99713	100033	-	lncRNA_2208
chrXV	100346	101262	-	lncRNA_2209
chrXV	105790	106358	-	lncRNA_2210
chrXV	117992	118463	-	lncRNA_2211
chrXV	146822	147174	-	lncRNA_2212
chrXV	158918	159462	-	lncRNA_2213
chrXV	167502	167862	-	lncRNA_2214
chrXV	168178	168442	-	lncRNA_2215
chrXV	170064	170738	-	lncRNA_2216
chrXV	197046	197165	-	lncRNA_2217
chrXV	199926	200158	-	lncRNA_2218
chrXV	219140	220559	-	lncRNA_2219
chrXV	226982	227365	-	lncRNA_2220
chrXV	234191	234495	-	lncRNA_2221
chrXV	264573	265173	-	lncRNA_2222
chrXV	292234	293610	-	lncRNA_2223
chrXV	310511	310760	-	lncRNA_2224
chrXV	324683	325043	-	lncRNA_2225
chrXV	326149	326455	-	lncRNA_2226
chrXV	331189	333373	-	lncRNA_2227
chrXV	348990	349750	-	lncRNA_2228
chrXV	350708	351108	-	lncRNA_2229
chrXV	351325	351711	-	lncRNA_2230
chrXV	351816	352436	-	lncRNA_2231
chrXV	355206	355822	-	lncRNA_2232
chrXV	356158	357222	-	lncRNA_2233
chrXV	363574	364134	-	lncRNA_2234
chrXV	368638	369446	-	lncRNA_2235
chrXV	371118	371350	-	lncRNA_2236
chrXV	371710	372414	-	lncRNA_2237
chrXV	379086	380734	-	lncRNA_2238
chrXV	386198	386558	-	lncRNA_2239
chrXV	391222	391342	-	lncRNA_2240
chrXV	400126	401414	-	lncRNA_2241
chrXV	406766	407822	-	lncRNA_2242
chrXV	409158	409566	-	lncRNA_2243
chrXV	437133	437659	-	lncRNA_2244
chrXV	443752	444201	-	lncRNA_2245
chrXV	447124	448428	-	lncRNA_2246
chrXV	475288	475496	-	lncRNA_2247
chrXV	475653	476188	-	lncRNA_2248
chrXV	476255	476589	-	lncRNA_2249
chrXV	493885	494661	-	lncRNA_2250
chrXV	495370	495658	-	lncRNA_2251
chrXV	511379	511928	-	lncRNA_2252
chrXV	517822	518105	-	lncRNA_2253
chrXV	519909	520421	-	lncRNA_2254
chrXV	521276	522636	-	lncRNA_2255
chrXV	530501	531261	-	lncRNA_2256
chrXV	536749	537213	-	lncRNA_2257
chrXV	546494	547185	-	lncRNA_2258
chrXV	550293	550613	-	lncRNA_2259
chrXV	552933	553109	-	lncRNA_2260
chrXV	564261	564421	-	lncRNA_2261
chrXV	574325	574805	-	lncRNA_2262
chrXV	578370	579949	-	lncRNA_2263
chrXV	595130	595574	-	lncRNA_2264
chrXV	618893	619085	-	lncRNA_2265
chrXV	632589	632861	-	lncRNA_2266
chrXV	657115	658464	-	lncRNA_2267
chrXV	665095	665564	-	lncRNA_2268
chrXV	670589	670701	-	lncRNA_2269
chrXV	671381	671501	-	lncRNA_2270
chrXV	680285	680565	-	lncRNA_2271
chrXV	682973	683293	-	lncRNA_2272
chrXV	684838	685440	-	lncRNA_2273
chrXV	689189	689429	-	lncRNA_2274
chrXV	690093	692205	-	lncRNA_2275
chrXV	704329	709767	-	lncRNA_2276
chrXV	721741	722629	-	lncRNA_2277
chrXV	723037	723157	-	lncRNA_2278
chrXV	741773	742292	-	lncRNA_2279
chrXV	747317	747477	-	lncRNA_2280
chrXV	757653	758061	-	lncRNA_2281
chrXV	758845	759029	-	lncRNA_2282
chrXV	769581	769989	-	lncRNA_2283
chrXV	770397	772231	-	lncRNA_2284
chrXV	775093	775469	-	lncRNA_2285
chrXV	780804	781551	-	lncRNA_2286
chrXV	784093	784645	-	lncRNA_2287
chrXV	804238	804839	-	lncRNA_2288
chrXV	811554	812191	-	lncRNA_2289
chrXV	817056	818440	-	lncRNA_2290
chrXV	832104	832296	-	lncRNA_2291
chrXV	836520	837240	-	lncRNA_2292
chrXV	837606	838169	-	lncRNA_2293
chrXV	848832	850081	-	lncRNA_2294
chrXV	868726	869597	-	lncRNA_2295
chrXV	876352	877008	-	lncRNA_2296
chrXV	880353	880721	-	lncRNA_2297
chrXV	881244	882441	-	lncRNA_2298
chrXV	891689	892602	-	lncRNA_2299
chrXV	932987	933429	-	lncRNA_2300
chrXV	944186	944418	-	lncRNA_2301
chrXV	953562	954082	-	lncRNA_2302
chrXV	960258	960674	-	lncRNA_2303
chrXV	969159	970034	-	lncRNA_2304
chrXV	970570	970813	-	lncRNA_2305
chrXV	980942	981500	-	lncRNA_2306
chrXV	982306	984802	-	lncRNA_2307
chrXV	988954	989434	-	lncRNA_2308
chrXV	991746	992746	-	lncRNA_2309
chrXV	1003418	1004090	-	lncRNA_2310
chrXV	1006813	1008634	-	lncRNA_2311
chrXV	1010393	1010793	-	lncRNA_2312
chrXV	1026633	1028033	-	lncRNA_2313
chrXV	1037633	1039409	-	lncRNA_2314
chrXV	1040164	1040420	-	lncRNA_2315
chrXV	1043441	1043707	-	lncRNA_2316
chrXV	1044558	1045964	-	lncRNA_2317
chrXV	1051126	1051344	-	lncRNA_2318
chrXV	1054529	1055091	-	lncRNA_2319
chrXV	1057513	1058465	-	lncRNA_2320
chrXV	1061113	1064393	-	lncRNA_2321
chrXV	1070507	1070900	-	lncRNA_2322
chrXV	1074220	1075127	-	lncRNA_2323
chrXV	1086627	1086899	-	lncRNA_2324
chrXV	1087203	1087547	-	lncRNA_2325
chrXVI	3575	3975	+	lncRNA_2326
chrXVI	16171	16919	+	lncRNA_2327
chrXVI	17028	17269	+	lncRNA_2328
chrXVI	40801	40929	+	lncRNA_2329
chrXVI	43289	43969	+	lncRNA_2330
chrXVI	46721	47153	+	lncRNA_2331
chrXVI	52974	53486	+	lncRNA_2332
chrXVI	54333	55500	+	lncRNA_2333
chrXVI	65951	66844	+	lncRNA_2334
chrXVI	71105	71985	+	lncRNA_2335
chrXVI	72667	73070	+	lncRNA_2336
chrXVI	74137	74441	+	lncRNA_2337
chrXVI	75238	75573	+	lncRNA_2338
chrXVI	76698	82620	+	lncRNA_2339
chrXVI	84473	85537	+	lncRNA_2340
chrXVI	90621	91009	+	lncRNA_2341
chrXVI	95428	96637	+	lncRNA_2342
chrXVI	100265	100441	+	lncRNA_2343
chrXVI	162657	163013	+	lncRNA_2344
chrXVI	169690	170394	+	lncRNA_2345
chrXVI	182954	183178	+	lncRNA_2346
chrXVI	183474	184458	+	lncRNA_2347
chrXVI	188135	188927	+	lncRNA_2348
chrXVI	195682	195978	+	lncRNA_2349
chrXVI	215060	216050	+	lncRNA_2350
chrXVI	226042	226434	+	lncRNA_2351
chrXVI	243104	244309	+	lncRNA_2352
chrXVI	244329	244640	+	lncRNA_2353
chrXVI	250426	250706	+	lncRNA_2354
chrXVI	252042	252778	+	lncRNA_2355
chrXVI	253792	254500	+	lncRNA_2356
chrXVI	259670	260862	+	lncRNA_2357
chrXVI	283270	285631	+	lncRNA_2358
chrXVI	286609	287392	+	lncRNA_2359
chrXVI	289410	289698	+	lncRNA_2360
chrXVI	291282	291650	+	lncRNA_2361
chrXVI	296938	297458	+	lncRNA_2362
chrXVI	304114	304314	+	lncRNA_2363
chrXVI	308603	309043	+	lncRNA_2364
chrXVI	319098	319466	+	lncRNA_2365
chrXVI	338412	338782	+	lncRNA_2366
chrXVI	341115	342266	+	lncRNA_2367
chrXVI	345079	346661	+	lncRNA_2368
chrXVI	346762	347000	+	lncRNA_2369
chrXVI	352606	353266	+	lncRNA_2370
chrXVI	363514	364350	+	lncRNA_2371
chrXVI	368598	369641	+	lncRNA_2372
chrXVI	369790	370110	+	lncRNA_2373
chrXVI	379182	381006	+	lncRNA_2374
chrXVI	404246	404422	+	lncRNA_2375
chrXVI	409086	409494	+	lncRNA_2376
chrXVI	425821	426020	+	lncRNA_2377
chrXVI	432390	432542	+	lncRNA_2378
chrXVI	443080	443348	+	lncRNA_2379
chrXVI	443763	444324	+	lncRNA_2380
chrXVI	451230	452230	+	lncRNA_2381
chrXVI	453403	454550	+	lncRNA_2382
chrXVI	462374	462446	+	lncRNA_2383
chrXVI	463982	464174	+	lncRNA_2384
chrXVI	472110	472366	+	lncRNA_2385
chrXVI	475174	475702	+	lncRNA_2386
chrXVI	491949	492936	+	lncRNA_2387
chrXVI	511845	512269	+	lncRNA_2388
chrXVI	520621	520953	+	lncRNA_2389
chrXVI	526456	527081	+	lncRNA_2390
chrXVI	527172	527471	+	lncRNA_2391
chrXVI	544038	544369	+	lncRNA_2392
chrXVI	553483	553802	+	lncRNA_2393
chrXVI	565286	566800	+	lncRNA_2394
chrXVI	567287	567615	+	lncRNA_2395
chrXVI	568137	569107	+	lncRNA_2396
chrXVI	581526	581990	+	lncRNA_2397
chrXVI	583022	584246	+	lncRNA_2398
chrXVI	586470	588910	+	lncRNA_2399
chrXVI	588998	589830	+	lncRNA_2400
chrXVI	590470	592133	+	lncRNA_2401
chrXVI	607534	609235	+	lncRNA_2402
chrXVI	609924	610157	+	lncRNA_2403
chrXVI	614803	615246	+	lncRNA_2404
chrXVI	620174	621926	+	lncRNA_2405
chrXVI	654990	655118	+	lncRNA_2406
chrXVI	675886	676230	+	lncRNA_2407
chrXVI	684015	684391	+	lncRNA_2408
chrXVI	691902	692158	+	lncRNA_2409
chrXVI	695358	695694	+	lncRNA_2410
chrXVI	697126	698465	+	lncRNA_2411
chrXVI	708517	709037	+	lncRNA_2412
chrXVI	719237	720605	+	lncRNA_2413
chrXVI	729016	729503	+	lncRNA_2414
chrXVI	781059	781337	+	lncRNA_2415
chrXVI	809790	810087	+	lncRNA_2416
chrXVI	812791	813106	+	lncRNA_2417
chrXVI	813231	813727	+	lncRNA_2418
chrXVI	819780	820047	+	lncRNA_2419
chrXVI	822055	822167	+	lncRNA_2420
chrXVI	828428	829655	+	lncRNA_2421
chrXVI	833161	833466	+	lncRNA_2422
chrXVI	855800	856051	+	lncRNA_2423
chrXVI	860687	861151	+	lncRNA_2424
chrXVI	866697	867521	+	lncRNA_2425
chrXVI	876823	877279	+	lncRNA_2426
chrXVI	888087	888231	+	lncRNA_2427
chrXVI	891822	892025	+	lncRNA_2428
chrXVI	921000	921758	+	lncRNA_2429
chrXVI	924175	928650	+	lncRNA_2430
chrXVI	928711	931119	+	lncRNA_2431
chrXVI	937287	938084	+	lncRNA_2432
chrXVI	939215	939687	+	lncRNA_2433
chrXVI	17268	18160	-	lncRNA_2434
chrXVI	19227	21942	-	lncRNA_2435
chrXVI	22947	26018	-	lncRNA_2436
chrXVI	34693	35013	-	lncRNA_2437
chrXVI	36389	37816	-	lncRNA_2438
chrXVI	40057	41129	-	lncRNA_2439
chrXVI	42678	43001	-	lncRNA_2440
chrXVI	46752	47197	-	lncRNA_2441
chrXVI	56945	57222	-	lncRNA_2442
chrXVI	62668	63077	-	lncRNA_2443
chrXVI	64001	64647	-	lncRNA_2444
chrXVI	74789	74901	-	lncRNA_2445
chrXVI	105525	105925	-	lncRNA_2446
chrXVI	107733	108269	-	lncRNA_2447
chrXVI	108949	109101	-	lncRNA_2448
chrXVI	114357	116373	-	lncRNA_2449
chrXVI	117733	118021	-	lncRNA_2450
chrXVI	125477	125813	-	lncRNA_2451
chrXVI	131446	131686	-	lncRNA_2452
chrXVI	132198	132734	-	lncRNA_2453
chrXVI	134894	135526	-	lncRNA_2454
chrXVI	143391	147183	-	lncRNA_2455
chrXVI	158758	159574	-	lncRNA_2456
chrXVI	163670	163918	-	lncRNA_2457
chrXVI	164990	165542	-	lncRNA_2458
chrXVI	174757	176013	-	lncRNA_2459
chrXVI	187838	188062	-	lncRNA_2460
chrXVI	190894	191206	-	lncRNA_2461
chrXVI	191408	192786	-	lncRNA_2462
chrXVI	195678	195806	-	lncRNA_2463
chrXVI	204246	204958	-	lncRNA_2464
chrXVI	207238	207646	-	lncRNA_2465
chrXVI	210859	211101	-	lncRNA_2466
chrXVI	211273	211486	-	lncRNA_2467
chrXVI	214209	215654	-	lncRNA_2468
chrXVI	254382	254526	-	lncRNA_2469
chrXVI	340096	340467	-	lncRNA_2470
chrXVI	347547	348858	-	lncRNA_2471
chrXVI	349946	350122	-	lncRNA_2472
chrXVI	360354	360602	-	lncRNA_2473
chrXVI	373082	373434	-	lncRNA_2474
chrXVI	382746	383074	-	lncRNA_2475
chrXVI	393242	393711	-	lncRNA_2476
chrXVI	410618	411650	-	lncRNA_2477
chrXVI	431098	431822	-	lncRNA_2478
chrXVI	439379	439613	-	lncRNA_2479
chrXVI	443114	444277	-	lncRNA_2480
chrXVI	444314	445090	-	lncRNA_2481
chrXVI	455765	456594	-	lncRNA_2482
chrXVI	459218	459842	-	lncRNA_2483
chrXVI	480074	480362	-	lncRNA_2484
chrXVI	480399	481263	-	lncRNA_2485
chrXVI	482010	483033	-	lncRNA_2486
chrXVI	483231	483797	-	lncRNA_2487
chrXVI	484023	484396	-	lncRNA_2488
chrXVI	484996	486216	-	lncRNA_2489
chrXVI	493089	493313	-	lncRNA_2490
chrXVI	497289	497713	-	lncRNA_2491
chrXVI	499433	500209	-	lncRNA_2492
chrXVI	518073	518553	-	lncRNA_2493
chrXVI	522506	522730	-	lncRNA_2494
chrXVI	524994	525506	-	lncRNA_2495
chrXVI	527428	527797	-	lncRNA_2496
chrXVI	547595	548252	-	lncRNA_2497
chrXVI	556332	557484	-	lncRNA_2498
chrXVI	557519	557871	-	lncRNA_2499
chrXVI	560805	561008	-	lncRNA_2500
chrXVI	585754	586594	-	lncRNA_2501
chrXVI	587762	588170	-	lncRNA_2502
chrXVI	588434	589970	-	lncRNA_2503
chrXVI	607631	608280	-	lncRNA_2504
chrXVI	614578	615282	-	lncRNA_2505
chrXVI	615565	616239	-	lncRNA_2506
chrXVI	619697	619986	-	lncRNA_2507
chrXVI	622706	623218	-	lncRNA_2508
chrXVI	627338	629458	-	lncRNA_2509
chrXVI	639106	639290	-	lncRNA_2510
chrXVI	643546	645242	-	lncRNA_2511
chrXVI	645418	645682	-	lncRNA_2512
chrXVI	647114	647610	-	lncRNA_2513
chrXVI	658129	658972	-	lncRNA_2514
chrXVI	671466	673522	-	lncRNA_2515
chrXVI	678378	678690	-	lncRNA_2516
chrXVI	681065	681962	-	lncRNA_2517
chrXVI	685498	685698	-	lncRNA_2518
chrXVI	688715	689107	-	lncRNA_2519
chrXVI	699481	700025	-	lncRNA_2520
chrXVI	706289	706721	-	lncRNA_2521
chrXVI	743937	744137	-	lncRNA_2522
chrXVI	752745	753041	-	lncRNA_2523
chrXVI	758921	759457	-	lncRNA_2524
chrXVI	767057	767531	-	lncRNA_2525
chrXVI	769716	770689	-	lncRNA_2526
chrXVI	776125	776873	-	lncRNA_2527
chrXVI	777218	779032	-	lncRNA_2528
chrXVI	780380	781687	-	lncRNA_2529
chrXVI	781936	785600	-	lncRNA_2530
chrXVI	786918	787675	-	lncRNA_2531
chrXVI	789451	789611	-	lncRNA_2532
chrXVI	789990	790763	-	lncRNA_2533
chrXVI	797746	799043	-	lncRNA_2534
chrXVI	799762	800347	-	lncRNA_2535
chrXVI	801483	802099	-	lncRNA_2536
chrXVI	821451	821739	-	lncRNA_2537
chrXVI	825059	825467	-	lncRNA_2538
chrXVI	828394	830449	-	lncRNA_2539
chrXVI	833483	834307	-	lncRNA_2540
chrXVI	844158	844403	-	lncRNA_2541
chrXVI	844720	845183	-	lncRNA_2542
chrXVI	863443	864227	-	lncRNA_2543
chrXVI	874531	874883	-	lncRNA_2544
chrXVI	877683	878499	-	lncRNA_2545
chrXVI	885651	886139	-	lncRNA_2546
chrXVI	900075	900515	-	lncRNA_2547
chrXVI	901107	901547	-	lncRNA_2548
chrXVI	930059	931235	-	lncRNA_2549
chrXVI	933187	933787	-	lncRNA_2550
chrXVI	935925	937753	-	lncRNA_2551
chrXVI	940727	941153	-	lncRNA_2552
chrM	28849	29103	-	lncRNA_2553
