chromosome	type	start	end	strand	id	name	transcript.start	transcript.end
chrVIII	gene	207234	207530	-	YHR049C-A		206181	207665
chrVIII	gene	212535	212720	-	YHR053C	CUP1-1	212400	212855
chrVIII	gene	213185	214249	-	YHR054C		213050	214276
chrVIII	gene	214533	214718	-	YHR055C	CUP1-2	214404	214770
chrVIII	gene	215183	217834	-	YHR056C	RSC30	215048	217882
chrVIII	gene	218226	218843	-	YHR057C	CPR2	218056	218890
chrVIII	gene	218997	219884	-	YHR058C	MED6	218856	219920
chrVIII	gene	221534	222478	-	YHR061C	GIC1	221293	222674
chrVIII	gene	222877	223758	-	YHR062C	RPP1	222810	223851
chrVIII	gene	224030	225169	-	YHR063C	PAN5	223924	225219
chrVIII	gene	225525	227141	-	YHR064C	SSZ1	225241	227177
chrVIII	gene	227532	229037	-	YHR065C	RRP3	227416	229117
chrVIII	gene	233579	234658	-	YHR069C	RRP4	233391	234665
chrVIII	gene	234874	235236	-	YHR069C-A		234739	235371
chrVIII	gene	236102	236512	-	YHR070C-A		235967	236650
chrVIII	gene	238910	239230	-	YHR071C-A		238190	239365
chrVIII	gene	245422	245502	-	YHR073C-B		245287	245729
chrVIII	gene	248439	249641	-	YHR075C	PPE1	248391	249692
chrVIII	gene	252374	255756	-	YHR077C	NMD2	252321	255807
chrVIII	gene	258244	261591	-	YHR079C	IRE1	258041	261830
chrVIII	gene	262192	262553	-	YHR079C-A	SAE3	262057	262688
chrVIII	gene	262801	266838	-	YHR080C	LAM4	262647	267044
chrVIII	gene	268459	271548	-	YHR082C	KSP1	268213	271571
chrVIII	gene	282681	283298	-	YHR089C	GAR1	282512	283352
chrVIII	gene	283777	284625	-	YHR090C	YNG2	283554	284718
chrVIII	gene	284839	286770	-	YHR091C	MSR1	284756	287195
chrVIII	gene	287081	288811	-	YHR092C	HXT4	286967	288936
chrVIII	gene	290913	292625	-	YHR094C	HXT1	290827	292679
chrVIII	gene	294669	296447	-	YHR096C	HXT5	294434	296787
chrVIII	gene	297385	298609	-	YHR097C		297084	299143
chrVIII	gene	299145	301934	-	YHR098C	SFB3	299023	302015
chrVIII	gene	314116	314673	-	YHR100C	GEP4	314101	314808
chrVIII	gene	314874	315968	-	YHR101C	BIG1	314167	316041
chrVIII	gene	326813	328036	-	YHR107C	CDC12	326645	328098
chrVIII	gene	334527	335663	-	YHR112C		334350	336315
chrVIII	gene	340109	341359	-	YHR115C	DMA1	339981	341535
chrVIII	gene	344321	345628	-	YHR118C	ORC6	344274	345652
chrVIII	gene	359702	360181	-	YHR126C	ANS1	359567	360316
chrVIII	gene	362999	364153	-	YHR129C	ARP1	362885	364267
chrVIII	gene	364965	365300	-	YHR130C		364336	365435
chrVIII	gene	365340	367892	-	YHR131C		365076	368435
chrVIII	gene	368502	369794	-	YHR132C	ECM14	368359	369866
chrVIII	gene	370722	371597	-	YHR133C	NSG1	369928	371632
chrVIII	gene	372694	374310	-	YHR135C	YCK1	372612	375032
chrVIII	gene	374654	375100	-	YHR136C	SPL2	374583	375195
chrVIII	gene	375738	376388	-	YHR137C-A		375678	376523
chrVIII	gene	377355	377699	-	YHR138C		377258	377752
chrVIII	gene	378219	379199	-	YHR139C	SPS100	377738	379334
chrVIII	gene	380108	380419	-	YHR139C-A		379973	380557
chrVIII	gene	381990	382751	-	YHR141C	RPL42B	381926	382807
chrVIII	gene	387788	388726	-	YHR144C	DCD1	387551	388761
chrVIII	gene	388981	389337	-	YHR145C		388846	389472
chrVIII	gene	392639	393283	-	YHR147C	MRPL6	392521	393331
chrVIII	gene	394455	396659	-	YHR149C	SKG6	394339	396916
chrVIII	gene	399268	400848	-	YHR151C	MTC6	399133	401047
chrVIII	gene	402086	402682	-	YHR153C	SPO16	402063	402700
chrVIII	gene	411384	412406	-	YHR156C	LIN1	411356	412433
chrVIII	gene	413685	417179	-	YHR158C	KEL1	413567	417295
chrVIII	gene	419221	420072	-	YHR160C	PEX18	419150	420101
chrVIII	gene	420373	422286	-	YHR161C	YAP1801	420248	422907
chrVIII	gene	424610	429178	-	YHR164C	DNA2	424494	429254
chrVIII	gene	429707	436948	-	YHR165C	PRP8	429383	437083
chrVIII	gene	437170	439050	-	YHR166C	CDC23	437116	439143
chrVIII	gene	450815	451153	-	YHR173C		450680	451299
chrVIII	gene	466958	467062	-	YHR180C-B		466823	467197
chrVIII	gene	470939	471412	-	YHR182C-A		470883	471547
chrVIII	gene	474627	475340	-	YHR185C	PFS1	474492	475475
chrVIII	gene	475999	480672	-	YHR186C	KOG1	475898	480760
chrVIII	gene	482005	483837	-	YHR188C	GPI16	481940	483878
chrVIII	gene	486230	486631	-	YHR191C	CTF8	486050	486723
chrVIII	gene	487712	488236	-	YHR193C	EGD2	487656	488347
chrVIII	gene	488653	489027	-	YHR193C-A		488608	489162
chrVIII	gene	496315	497280	-	YHR198C	AIM18	496186	497307
chrVIII	gene	497490	498422	-	YHR199C	AIM46	497362	499081
chrVIII	gene	498571	498859	-	YHR199C-A	NBL1	498436	499081
chrVIII	gene	499950	501143	-	YHR201C	PPX1	499819	501202
chrVIII	gene	504476	505530	-	YHR203C	RPS4B	504348	505678
chrVIII	gene	514905	516485	-	YHR207C	SET5	514812	516529
chrVIII	gene	520712	521737	-	YHR210C		520351	521823
chrVIII	gene	537759	538094	-	YHR212C		537624	538229
chrVIII	gene	550648	550941	-	YHR214C-D		550513	551076
chrVIII	gene	551200	551499	-	YHR214C-E		551065	551634
chrVIII	gene	556581	557042	-	YHR217C		556446	557177
chrVIII	gene	561199	561681	-	YHR219C-A		561064	561816
chrIX	gene	350591	353431	-	YIL002C	INP51	350266	353640
chrIX	gene	347946	348505	-	YIL004C	BET1	347548	348561
chrIX	gene	342994	343656	-	YIL007C	NAS2	342856	343669
chrIX	gene	335666	336212	-	YIL009C-A	EST3	335545	336265
chrIX	gene	328207	332442	-	YIL013C	PDR11	328021	332577
chrIX	gene	325212	325526	-	YIL014C-A		324891	325627
chrIX	gene	318200	320965	-	YIL017C	VID28	318124	321024
chrIX	gene	314035	314820	-	YIL020C	HIS6	313928	314889
chrIX	gene	313713	314051	-	YIL020C-A		313578	314186
chrIX	gene	313199	313468	-	YIL021C-A		312588	313927
chrIX	gene	309386	310426	-	YIL023C	YKE4	309281	310738
chrIX	gene	308602	309171	-	YIL024C		308490	309389
chrIX	gene	308201	308575	-	YIL025C		308066	308710
chrIX	gene	304477	307929	-	YIL026C	IRR1	304334	307980
chrIX	gene	303679	304104	-	YIL027C	EMC5	303582	304218
chrIX	gene	300829	301257	-	YIL029C		300449	301396
chrIX	gene	296050	300009	-	YIL030C	SSM4	295972	300098
chrIX	gene	291961	292317	-	YIL032C		291826	292452
chrIX	gene	290419	291669	-	YIL033C	BCY1	290311	291922
chrIX	gene	289226	290089	-	YIL034C	CAP2	289068	290367
chrIX	gene	287790	288908	-	YIL035C	CKA1	287702	289046
chrIX	gene	283029	284999	-	YIL037C	PRM2	282894	285134
chrIX	gene	280142	282652	-	YIL038C	NOT3	279889	282951
chrIX	gene	275108	276292	-	YIL042C	PKP1	274940	276350
chrIX	gene	274072	274926	-	YIL043C	CBR1	273988	274939
chrIX	gene	272950	273846	-	YIL044C	AGE2	272780	274039
chrIX	gene	265115	267823	-	YIL047C	SYG1	264701	268199
chrIX	gene	265099	265467	-	YIL047C-A		264701	265602
chrIX	gene	257843	258280	-	YIL051C	MMF1	257672	258331
chrIX	gene	256226	257063	-	YIL052C	RPL34B	255878	257377
chrIX	gene	252042	253925	-	YIL055C		251934	254147
chrIX	gene	247902	248396	-	YIL057C	RGI2	247767	248531
chrIX	gene	246550	246915	-	YIL059C		246522	247041
chrIX	gene	244657	245559	-	YIL061C	SNP1	244494	245575
chrIX	gene	243998	244462	-	YIL062C	ARC15	243942	244493
chrIX	gene	242761	243744	-	YIL063C	YRB2	242745	243973
chrIX	gene	241308	241775	-	YIL065C	FIS1	241034	241826
chrIX	gene	238099	240708	-	YIL066C	RNR3	237964	240843
chrIX	gene	235724	237760	-	YIL067C		235660	237811
chrIX	gene	233057	235474	-	YIL068C	SEC6	232854	235538
chrIX	gene	231553	232369	-	YIL069C	RPS24B	231326	232569
chrIX	gene	230272	231072	-	YIL070C	MAM33	230169	231146
chrIX	gene	228660	229994	-	YIL071C	PCI8	228361	230200
chrIX	gene	221081	222490	-	YIL074C	SER33	220921	222628
chrIX	gene	217863	220700	-	YIL075C	RPN2	217788	220769
chrIX	gene	214991	215953	-	YIL077C		214731	216018
chrIX	gene	210923	212005	-	YIL079C	AIR1	210770	212111
chrIX	gene	203556	204653	-	YIL083C	CAB2	203460	205249
chrIX	gene	202276	203259	-	YIL084C	SDS3	201001	203530
chrIX	gene	200490	202043	-	YIL085C	KTR7	200446	202113
chrIX	gene	200153	200461	-	YIL086C		199551	200470
chrIX	gene	199646	200119	-	YIL087C	AIM19	199551	200470
chrIX	gene	197931	199403	-	YIL088C	AVT7	197711	199506
chrIX	gene	191030	193195	-	YIL091C	UTP25	190969	193233
chrIX	gene	187990	188784	-	YIL093C	RSM25	187659	188864
chrIX	gene	186517	187632	-	YIL094C	LYS12	186319	187696
chrIX	gene	182117	183127	-	YIL096C	BMT5	182020	183304
chrIX	gene	179772	180239	-	YIL098C	FMC1	179705	180334
chrIX	gene	177343	177681	-	YIL100C-A		177283	177816
chrIX	gene	175307	177250	-	YIL101C	XBP1	175103	177282
chrIX	gene	174582	174887	-	YIL102C		173861	175022
chrIX	gene	173365	173592	-	YIL102C-A		172218	173680
chrIX	gene	169982	171505	-	YIL104C	SHQ1	169919	171560
chrIX	gene	167581	169641	-	YIL105C	SLM1	167568	169902
chrIX	gene	163278	165761	-	YIL107C	PFK26	163240	165924
chrIX	gene	157385	160165	-	YIL109C	SEC24	157149	160450
chrIX	gene	149143	149988	-	YIL114C	POR2	148953	150298
chrIX	gene	144327	148709	-	YIL115C	NUP159	144068	148937
chrIX	gene	140613	141569	-	YIL117C	PRM5	140498	141716
chrIX	gene	136654	137877	-	YIL119C	RPI1	136420	138392
chrIX	gene	117024	117644	-	YIL127C	RRT14	116962	117879
chrIX	gene	106107	113237	-	YIL129C	TAO3	105800	113465
chrIX	gene	100781	102235	-	YIL131C	FKH1	100650	102382
chrIX	gene	98527	99416	-	YIL133C	RPL16A	98448	99454
chrIX	gene	96522	96725	-	YIL134C-A		96387	96860
chrIX	gene	95065	96375	-	YIL135C	VHS2	94868	96564
chrIX	gene	89948	92788	-	YIL137C	TMA108	89868	92838
chrIX	gene	89230	89715	-	YIL138C	TPM2	88908	89737
chrIX	gene	87979	88716	-	YIL139C	REV7	87634	89058
chrIX	gene	83208	83540	-	YIL142C-A		83073	83675
chrIX	gene	80510	83041	-	YIL143C	SSL2	80371	83074
chrIX	gene	76354	77283	-	YIL145C	PAN6	76023	77478
chrIX	gene	74184	75773	-	YIL146C	ATG32	73878	76037
chrIX	gene	69791	73453	-	YIL147C	SLN1	69172	73679
chrIX	gene	63028	68067	-	YIL149C	MLP2	62931	68202
chrIX	gene	61013	62728	-	YIL150C	MCM10	60878	62736
chrIX	gene	57338	60694	-	YIL151C	ESL1	57275	60795
chrIX	gene	53981	55021	-	YIL154C	IMP2%27	53929	55040
chrIX	gene	51759	53708	-	YIL155C	GUT2	51449	53957
chrIX	gene	46949	47542	-	YIL157C	COA1	46773	47604
chrIX	gene	40191	41444	-	YIL160C	POT1	40084	41525
chrIX	gene	36899	37252	-	YIL163C		36764	37363
chrIX	gene	34087	34686	-	YIL164C	NIT1	33524	34821
chrIX	gene	33718	34077	-	YIL165C		33524	34212
chrIX	gene	30938	32566	-	YIL166C		30837	32673
chrIX	gene	23119	26106	-	YIL169C		22749	26241
chrIX	gene	16784	18553	-	YIL172C	IMA3	16649	18688
chrIX	gene	8793	9155	-	YIL176C	PAU14	8658	9290
chrIX	gene	483	6147	-	YIL177C		348	6282
chrIX	gene	356143	356895	-	YIR001C	SGN1	355920	356971
chrIX	gene	357415	360396	-	YIR002C	MPH1	357305	360475
chrIX	gene	365466	369908	-	YIR006C	PAN1	365364	370434
chrIX	gene	373077	374306	-	YIR008C	PRI1	373035	374352
chrIX	gene	377287	378246	-	YIR011C	STS1	377193	378279
chrIX	gene	380019	380384	-	YIR013C	GAT4	379450	381070
chrIX	gene	383556	384119	-	YIR017C	MET28	383431	384467
chrIX	gene	385564	385701	-	YIR018C-A		385429	385739
chrIX	gene	389572	393675	-	YIR019C	FLO11	389437	393677
chrIX	gene	394255	394557	-	YIR020C		393678	394692
chrIX	gene	397215	397949	-	YIR020C-B		397080	398081
chrIX	gene	402383	402706	-	YIR023C-A		402248	402841
chrIX	gene	402841	403491	-	YIR024C	INA22	402787	403548
chrIX	gene	404873	405967	-	YIR026C	YVH1	404803	406017
chrIX	gene	406260	407642	-	YIR027C	DAL1	406018	408329
chrIX	gene	412036	412770	-	YIR030C	DCG1	412007	412790
chrIX	gene	413015	414679	-	YIR031C	DAL7	412967	414789
chrIX	gene	415030	415617	-	YIR032C	DAL3	414918	415668
chrIX	gene	419615	420736	-	YIR034C	LYS1	419588	420926
chrIX	gene	421026	421790	-	YIR035C		420951	422070
chrIX	gene	422074	422865	-	YIR036C	IRC24	422029	422976
chrIX	gene	423809	424513	-	YIR038C	GTT1	423039	424641
chrIX	gene	430498	432111	-	YIR039C	YPS6	430366	432142
chrIX	gene	433389	433721	-	YIR040C		433254	433856
chrIX	gene	435273	435983	-	YIR042C		434864	436037
chrX	gene	433221	434651	-	YJL002C	OST1	433089	434692
chrX	gene	431589	432200	-	YJL004C	SYS1	431249	432208
chrX	gene	423138	424109	-	YJL006C	CTK2	423025	424175
chrX	gene	422698	423012	-	YJL007C		422563	423147
chrX	gene	419957	421663	-	YJL008C	CCT8	419764	421689
chrX	gene	417562	419562	-	YJL010C	NOP9	417384	419763
chrX	gene	414285	414770	-	YJL011C	RPC17	414041	414858
chrX	gene	411234	413399	-	YJL012C	VTC4	411076	413431
chrX	gene	409493	411040	-	YJL013C	MAD3	409142	411062
chrX	gene	407142	407426	-	YJL015C		406954	407561
chrX	gene	398937	402410	-	YJL020C	BBC1	398740	402484
chrX	gene	397355	398398	-	YJL023C	PET130	397140	398739
chrX	gene	395931	396592	-	YJL024C	APS3	395712	396611
chrX	gene	393066	393287	-	YJL026C-A		392748	393613
chrX	gene	391833	392249	-	YJL027C		391698	392384
chrX	gene	388385	390853	-	YJL029C	VPS53	388250	390972
chrX	gene	386368	387438	-	YJL031C	BET4	386196	387575
chrX	gene	380249	381001	-	YJL035C	TAD2	380084	381015
chrX	gene	375115	375774	-	YJL038C	LOH1	374980	375909
chrX	gene	368748	373799	-	YJL039C	NUP192	368267	373818
chrX	gene	358300	359676	-	YJL044C	GYP6	358231	359721
chrX	gene	349580	352108	-	YJL047C	RTT101	349535	352176
chrX	gene	349044	349178	-	YJL047C-A		348909	349313
chrX	gene	347447	348637	-	YJL048C	UBX6	347314	348790
chrX	gene	337884	338003	-	YJL052C-A		337749	338138
chrX	gene	330431	333073	-	YJL056C	ZAP1	330255	333134
chrX	gene	328118	330121	-	YJL057C	IKS1	327951	330218
chrX	gene	326242	327873	-	YJL058C	BIT61	326107	328008
chrX	gene	315759	316475	-	YJL063C	MRPL8	315700	316505
chrX	gene	315054	315557	-	YJL065C	DLS1	314956	315692
chrX	gene	314114	314872	-	YJL066C	MPM1	313925	315007
chrX	gene	313016	313915	-	YJL068C		312726	314050
chrX	gene	310922	312706	-	YJL069C	UTP18	310751	312729
chrX	gene	307971	310637	-	YJL070C		307864	310708
chrX	gene	305221	305862	-	YJL072C	PSF2	305086	305997
chrX	gene	299157	302849	-	YJL074C	SMC3	299023	302893
chrX	gene	298460	298876	-	YJL075C	APQ13	298325	299022
chrX	gene	294666	295061	-	YJL077C	ICS3	294631	295089
chrX	gene	291336	293981	-	YJL078C	PRY3	290863	294046
chrX	gene	289875	290774	-	YJL079C	PRY1	289663	290958
chrX	gene	285558	289226	-	YJL080C	SCP160	285423	289662
chrX	gene	283802	285271	-	YJL081C	ARP4	283679	285422
chrX	gene	274862	278002	-	YJL084C	ALY2	274727	278085
chrX	gene	272478	272846	-	YJL086C		272343	272981
chrX	gene	270002	272485	-	YJL087C	TRL1	269867	272526
chrX	gene	262757	265051	-	YJL090C	DPB11	262596	265906
chrX	gene	261080	262552	-	YJL091C	GWT1	260938	262560
chrX	gene	251821	254442	-	YJL094C	KHA1	251634	254506
chrX	gene	234320	236356	-	YJL101C	GSH1	234113	236509
chrX	gene	229025	230881	-	YJL103C	GSM1	228689	230995
chrX	gene	218853	220016	-	YJL107C		218718	220151
chrX	gene	217705	218856	-	YJL108C	PRM10	217408	218991
chrX	gene	212000	217309	-	YJL109C	UTP10	211842	217347
chrX	gene	209922	211577	-	YJL110C	GZF3	209719	211689
chrX	gene	193860	194873	-	YJL116C	NCA3	193519	195008
chrX	gene	191572	191895	-	YJL119C		191019	192398
chrX	gene	190374	191090	-	YJL121C	RPE1	190279	191190
chrX	gene	188004	189440	-	YJL123C	MTC1	187959	189466
chrX	gene	187126	187644	-	YJL124C	LSM1	186923	187958
chrX	gene	185528	186679	-	YJL125C	GCD14	185426	186712
chrX	gene	182298	184220	-	YJL127C	SPT10	181723	184313
chrX	gene	181551	181709	-	YJL127C-B		181043	181841
chrX	gene	178097	180103	-	YJL128C	PBS2	177722	180768
chrX	gene	173599	177306	-	YJL129C	TRK1	173535	177589
chrX	gene	165723	172752	-	YJL130C	URA2	165474	172991
chrX	gene	164278	165348	-	YJL131C	AIM23	164156	165483
chrX	gene	159623	159847	-	YJL133C-A		159379	159977
chrX	gene	156550	157273	-	YJL136C	RPS21B	156341	157294
chrX	gene	154985	156127	-	YJL137C	GLG2	154890	156340
chrX	gene	153504	154691	-	YJL138C	TIF2	153174	154920
chrX	gene	151713	152999	-	YJL139C	YUR1	150924	153164
chrX	gene	147967	150390	-	YJL141C	YAK1	147838	150525
chrX	gene	147819	148211	-	YJL142C	IRC9	147815	148346
chrX	gene	141419	142567	-	YJL147C	MRX5	141262	142691
chrX	gene	136372	136773	-	YJL151C	SNA3	136225	137045
chrX	gene	134332	135933	-	YJL153C	INO1	133925	136224
chrX	gene	131101	133935	-	YJL154C	VPS35	130885	133990
chrX	gene	129285	130643	-	YJL155C	FBP26	129013	130871
chrX	gene	126853	128952	-	YJL156C	SSY5	126485	129037
chrX	gene	123836	126328	-	YJL157C	FAR1	123516	126463
chrX	gene	122265	122948	-	YJL158C	CIS3	121862	123024
chrX	gene	117962	118825	-	YJL160C	PIR5	117806	118921
chrX	gene	113878	115629	-	YJL162C	JJJ2	113714	115693
chrX	gene	111666	113333	-	YJL163C		111602	113873
chrX	gene	109966	111159	-	YJL164C	TPK1	109876	111673
chrX	gene	106894	109461	-	YJL165C	HAL5	106816	109875
chrX	gene	102227	104428	-	YJL168C	SET2	102007	104559
chrX	gene	101150	101779	-	YJL170C	ASG7	101086	101876
chrX	gene	99704	100894	-	YJL171C		99526	101048
chrX	gene	96161	96529	-	YJL173C	RFA3	96003	96555
chrX	gene	92053	94530	-	YJL176C	SWI3	91863	94642
chrX	gene	89282	90097	-	YJL178C	ATG27	89184	90388
chrX	gene	87583	88560	-	YJL180C	ATP12	87500	88608
chrX	gene	85435	85752	-	YJL182C		85300	85887
chrX	gene	82095	82976	-	YJL185C	ATG36	81952	83188
chrX	gene	76803	79262	-	YJL187C	SWE1	76602	79397
chrX	gene	76202	76510	-	YJL188C	BUD19	75842	76601
chrX	gene	74910	75302	-	YJL190C	RPS22A	74781	75370
chrX	gene	72710	73414	-	YJL192C	SOP4	72641	73478
chrX	gene	69241	69942	-	YJL195C		69106	70077
chrX	gene	67850	68782	-	YJL196C	ELO1	67740	68971
chrX	gene	65805	66086	-	YJL197C-A		65670	66221
chrX	gene	59856	60182	-	YJL199C	MBB1	59539	60265
chrX	gene	56444	58813	-	YJL200C	ACO2	56241	58854
chrX	gene	53943	54290	-	YJL202C		53301	54425
chrX	gene	50629	53151	-	YJL204C	RCY1	50581	53211
chrX	gene	50139	50443	-	YJL205C	NCE101	50043	50494
chrX	gene	47659	49935	-	YJL206C		47581	50070
chrX	gene	41389	47433	-	YJL207C	LAA1	41368	47434
chrX	gene	40194	41183	-	YJL208C	NUC1	40071	41318
chrX	gene	36757	37200	-	YJL211C		36730	37434
chrX	gene	33850	36249	-	YJL212C	OPT1	33655	36874
chrX	gene	26412	26771	-	YJL215C		26277	26906
chrX	gene	24341	26086	-	YJL216C	IMA5	24233	26207
chrX	gene	16767	18536	-	YJL221C	IMA4	16632	18671
chrX	gene	8776	9138	-	YJL223C	PAU1	8641	9273
chrX	gene	466	6130	-	YJL225C		331	6265
chrX	gene	440994	442553	-	YJR003C	MRX12	440473	442688
chrX	gene	442909	444861	-	YJR004C	SAG1	442598	445610
chrX	gene	448477	448758	-	YJR005C-A	LSO1	448033	448877
chrX	gene	453683	454681	-	YJR009C	TDH2	453459	454824
chrX	gene	458077	458361	-	YJR010C-A	SPC1	457841	458496
chrX	gene	458641	459426	-	YJR011C		458301	459471
chrX	gene	459795	460418	-	YJR012C		459735	460553
chrX	gene	464451	466208	-	YJR016C	ILV3	464316	466225
chrX	gene	466521	467033	-	YJR017C	ESS1	466199	467056
chrX	gene	467232	468281	-	YJR019C	TES1	467103	468416
chrX	gene	468555	469579	-	YJR021C	REC107	468476	469703
chrX	gene	469804	470205	-	YJR023C		469647	470340
chrX	gene	470230	470964	-	YJR024C	MDE1	470116	470986
chrX	gene	471138	471671	-	YJR025C	BNA1	470987	471738
chrX	gene	483959	486196	-	YJR030C		483864	486256
chrX	gene	486586	490812	-	YJR031C	GEA1	486393	490889
chrX	gene	492378	496451	-	YJR033C	RAV1	492243	497149
chrX	gene	500713	503391	-	YJR036C	HUL4	500660	503526
chrX	gene	503710	504072	-	YJR038C		503575	504207
chrX	gene	510239	513763	-	YJR041C	URB2	510047	513832
chrX	gene	516461	517513	-	YJR043C	POL32	516201	517583
chrX	gene	518763	519185	-	YJR044C	VPS55	518577	519396
chrX	gene	519638	521602	-	YJR045C	SSC1	519397	521742
chrX	gene	524908	525381	-	YJR047C	ANB1	524484	525762
chrX	gene	526884	528476	-	YJR049C	UTR1	526733	528506
chrX	gene	541792	542502	-	YJR056C		541559	542684
chrX	gene	544732	545175	-	YJR058C	APS2	543962	545348
chrX	gene	553476	554849	-	YJR062C	NTA1	552949	554854
chrX	gene	557809	559158	-	YJR065C	ARP3	557659	559174
chrX	gene	567019	567444	-	YJR067C	YAE1	566921	567445
chrX	gene	568806	569399	-	YJR069C	HAM1	568682	569436
chrX	gene	569621	570598	-	YJR070C	LIA1	569344	570903
chrX	gene	570967	572124	-	YJR072C	NPA3	570904	572163
chrX	gene	572315	572935	-	YJR073C	OPI3	572164	572966
chrX	gene	575354	576601	-	YJR076C	CDC11	575241	576679
chrX	gene	577255	578190	-	YJR077C	MIR1	576804	578247
chrX	gene	580432	581616	-	YJR080C	AIM24	580256	582365
chrX	gene	581914	582255	-	YJR082C	EAF6	581749	582365
chrX	gene	582608	583537	-	YJR083C	ACF4	582452	583707
chrX	gene	585120	585437	-	YJR085C		584955	585766
chrX	gene	586495	587373	-	YJR088C	EMC2	586285	587403
chrX	gene	590872	594327	-	YJR090C	GRR1	590752	594537
chrX	gene	595061	598336	-	YJR091C	JSN1	594703	598352
chrX	gene	603220	604203	-	YJR093C	FIP1	602562	604289
chrX	gene	604569	605651	-	YJR094C	IME1	604268	605756
chrX	gene	613186	615156	-	YJR098C		612579	615291
chrX	gene	616351	617334	-	YJR100C	AIM25	616304	617544
chrX	gene	619157	619765	-	YJR102C	VPS25	619054	619852
chrX	gene	622550	623014	-	YJR104C	SOD1	622401	623043
chrX	gene	629585	632941	-	YJR109C	CPA2	629463	633098
chrX	gene	635855	636706	-	YJR111C		635717	636781
chrX	gene	638232	638975	-	YJR113C	RSM7	638118	639110
chrX	gene	643490	644101	-	YJR118C	ILM1	643301	644164
chrX	gene	644304	646490	-	YJR119C	JHD2	644061	646625
chrX	gene	652892	654238	-	YJR124C		652630	654295
chrX	gene	654737	655963	-	YJR125C	ENT3	654536	656024
chrX	gene	658917	663059	-	YJR127C	RSF2	658752	663194
chrX	gene	664000	665019	-	YJR129C	EFM3	663936	665093
chrX	gene	665218	667137	-	YJR130C	STR2	665094	667201
chrX	gene	673729	675852	-	YJR134C	SGM1	673650	675924
chrX	gene	676059	676778	-	YJR135C	MCM22	674652	676822
chrX	gene	677441	678706	-	YJR136C	TTI2	677252	678766
chrX	gene	678957	683285	-	YJR137C	MET5	678736	683366
chrX	gene	689445	690524	-	YJR139C	HOM6	689286	690611
chrX	gene	690750	695696	-	YJR140C	HIR3	690546	695759
chrX	gene	698326	700614	-	YJR143C	PMT4	698174	700698
chrX	gene	702027	703068	-	YJR145C	RPS4A	701724	703089
chrX	gene	708811	709707	-	YJR150C	DAN1	708676	709842
chrX	gene	712255	715740	-	YJR151C	DAN4	712043	715875
chrX	gene	728574	729596	-	YJR156C	THI11	728439	729731
chrX	gene	738008	739816	-	YJR160C	MPH3	737873	739951
chrX	gene	742848	743999	-	YJR161C	COS5	742713	744134
chrX	gene	744911	745261	-	YJR162C		744776	745396
chrXI	gene	438777	439385	-	YKL001C	MET14	438576	439521
chrXI	gene	437097	437492	-	YKL003C	MRP17	436978	437564
chrXI	gene	433093	434877	-	YKL005C	BYE1	432933	435010
chrXI	gene	430198	430632	-	YKL006C-A	SFT1	430157	430674
chrXI	gene	427295	428551	-	YKL008C	LAC1	427160	428654
chrXI	gene	421424	425875	-	YKL010C	UFD4	421336	425999
chrXI	gene	420155	421216	-	YKL011C	CCE1	420057	421252
chrXI	gene	417508	418023	-	YKL013C	ARC19	417360	418072
chrXI	gene	411619	416913	-	YKL014C	URB1	411588	417104
chrXI	gene	407465	407989	-	YKL016C	ATP7	407381	408085
chrXI	gene	405190	407241	-	YKL017C	HCS1	405103	407380
chrXI	gene	403580	403879	-	YKL018C-A		403409	403956
chrXI	gene	398832	402080	-	YKL020C	SPT23	398715	402157
chrXI	gene	397344	398750	-	YKL021C	MAK11	397251	398885
chrXI	gene	394726	397248	-	YKL022C	CDC16	394656	397383
chrXI	gene	393146	393373	-	YKL023C-A		392816	393508
chrXI	gene	392526	393140	-	YKL024C	URA6	392416	393366
chrXI	gene	390240	392279	-	YKL025C	PAN3	390207	392360
chrXI	gene	389380	389883	-	YKL026C	GPX1	389199	390250
chrXI	gene	382716	384725	-	YKL029C	MAE1	382574	385015
chrXI	gene	380065	381858	-	YKL032C	IXR1	379860	382041
chrXI	gene	369528	369920	-	YKL036C		369393	370055
chrXI	gene	361058	361828	-	YKL040C	NFU1	360834	362261
chrXI	gene	351275	352624	-	YKL046C	DCW1	351092	352863
chrXI	gene	347214	349136	-	YKL048C	ELM1	347034	349222
chrXI	gene	346075	346764	-	YKL049C	CSE4	345969	346828
chrXI	gene	342852	345620	-	YKL050C		342702	345999
chrXI	gene	339668	340546	-	YKL052C	ASK1	339502	340579
chrXI	gene	339182	339442	-	YKL053C-A	MDM35	339002	339516
chrXI	gene	336537	338753	-	YKL054C	DEF1	336305	338877
chrXI	gene	335321	336157	-	YKL055C	OAR1	334981	336279
chrXI	gene	334412	334915	-	YKL056C	TMA19	334141	335024
chrXI	gene	330856	333969	-	YKL057C	NUP120	330648	334112
chrXI	gene	328118	329443	-	YKL059C	MPE1	327986	329497
chrXI	gene	326408	327487	-	YKL060C	FBA1	326318	327517
chrXI	gene	321015	321518	-	YKL063C		320865	321678
chrXI	gene	316437	317057	-	YKL065C	YET1	316349	317088
chrXI	gene	294610	296193	-	YKL074C	MUD2	294524	296273
chrXI	gene	292956	294308	-	YKL075C		292761	294405
chrXI	gene	292838	293221	-	YKL076C	PSY1	292691	293356
