chromosome	type	start	end	strand	id	name
chrXV	gene	400348	401214	+	YOR036W	PEP12
chrXV	gene	401555	402655	+	YOR037W	CYC2
chrXV	gene	402761	405388	-	YOR038C	HIR2
chrXV	gene	405768	406544	+	YOR039W	CKB2
chrXV	gene	407064	407921	+	YOR040W	GLO4
chrXV	gene	408358	408789	-	YOR041C	
chrXV	gene	408425	409660	+	YOR042W	CUE5
chrXV	gene	410870	412330	+	YOR043W	WHI2
chrXV	gene	413007	413480	+	YOR044W	IRC23
chrXV	gene	413852	414037	+	YOR045W	TOM6
chrXV	gene	414459	415907	-	YOR046C	DBP5
chrXV	gene	416347	417681	-	YOR047C	STD1
chrXV	gene	418630	421650	-	YOR048C	RAT1
chrXV	gene	422668	423732	-	YOR049C	RSB1
chrXV	gene	424270	424617	-	YOR050C	
chrXV	gene	424846	426084	-	YOR051C	ETT1
chrXV	gene	426772	427224	-	YOR052C	TMC1
chrXV	gene	427817	428158	+	YOR053W	
chrXV	gene	427833	429857	-	YOR054C	VHS3
chrXV	gene	429478	429912	+	YOR055W	
chrXV	gene	430247	431626	-	YOR056C	NOB1
chrXV	gene	432186	433373	+	YOR057W	SGT1
chrXV	gene	433688	436345	-	YOR058C	ASE1
chrXV	gene	438906	440258	-	YOR059C	LPL1
chrXV	gene	440390	441163	-	YOR060C	SLD7
chrXV	gene	441534	442553	+	YOR061W	CKA2
chrXV	gene	442725	443531	-	YOR062C	
chrXV	gene	444686	445849	+	YOR063W	RPL3
chrXV	gene	446079	446738	-	YOR064C	YNG1
chrXV	gene	447439	448368	+	YOR065W	CYT1
chrXV	gene	449436	451325	+	YOR066W	MSA1
chrXV	gene	451729	453462	-	YOR067C	ALG8
chrXV	gene	453768	455795	+	YOR069W	VPS5
chrXV	gene	453869	454213	-	YOR068C	VAM10
chrXV	gene	455907	457820	-	YOR070C	GYP1
chrXV	gene	459480	461276	-	YOR071C	NRT1
chrXV	gene	461502	461816	+	YOR072W	
chrXV	gene	461791	462039	+	YOR072W-A	
chrXV	gene	464469	464630	+	YOR072W-B	
chrXV	gene	464771	466543	+	YOR073W	SGO1
chrXV	gene	466675	467589	-	YOR074C	CDC21
chrXV	gene	467390	467623	+	YOR073W-A	
chrXV	gene	468212	469252	+	YOR075W	UFE1
chrXV	gene	469377	471620	-	YOR076C	SKI7
chrXV	gene	471899	472597	+	YOR077W	RTS2
chrXV	gene	472725	473369	+	YOR078W	BUD21
chrXV	gene	473475	474416	-	YOR079C	ATX2
chrXV	gene	474594	476792	+	YOR080W	DIA2
chrXV	gene	476939	479188	-	YOR081C	TGL5
chrXV	gene	479296	479637	-	YOR082C	
chrXV	gene	479533	480420	+	YOR083W	WHI5
chrXV	gene	480587	481750	+	YOR084W	LPX1
chrXV	gene	482033	483085	+	YOR085W	OST3
chrXV	gene	483219	486779	-	YOR086C	TCB1
chrXV	gene	487707	489734	+	YOR087W	YVC1
chrXV	gene	490196	490828	-	YOR089C	VPS21
chrXV	gene	491123	492841	-	YOR090C	PTC5
chrXV	gene	493433	494470	+	YOR091W	TMA46
chrXV	gene	495127	496968	+	YOR092W	ECM3
chrXV	gene	497506	502452	-	YOR093C	CMR2
chrXV	gene	502795	503346	+	YOR094W	ARF3
chrXV	gene	503552	504328	-	YOR095C	RKI1
chrXV	gene	505794	506767	+	YOR096W	RPS7A
chrXV	gene	506978	507505	-	YOR097C	
chrXV	gene	507948	511178	-	YOR098C	NUP1
chrXV	gene	511825	513006	+	YOR099W	KTR1
chrXV	gene	513295	514278	-	YOR100C	CRC1
chrXV	gene	515244	516173	+	YOR101W	RAS1
chrXV	gene	516423	516773	+	YOR102W	
chrXV	gene	516449	516841	-	YOR103C	OST2
chrXV	gene	517642	518490	+	YOR104W	PIN2
chrXV	gene	518195	518521	+	YOR105W	
chrXV	gene	519121	519972	+	YOR106W	VAM3
chrXV	gene	521353	522282	+	YOR107W	RGS2
chrXV	gene	523027	524841	+	YOR108W	LEU9
chrXV	gene	524605	524814	-	YOR108C-A	
chrXV	gene	525278	528601	+	YOR109W	INP53
chrXV	gene	528941	530248	+	YOR110W	TFC7
chrXV	gene	530429	531127	+	YOR111W	
chrXV	gene	531508	533793	+	YOR112W	CEX1
chrXV	gene	534075	536819	+	YOR113W	AZF1
chrXV	gene	537570	538454	+	YOR114W	
chrXV	gene	538659	539465	-	YOR115C	TRS33
chrXV	gene	539763	544145	-	YOR116C	RPO31
chrXV	gene	545029	546333	+	YOR117W	RPT5
chrXV	gene	546857	548560	+	YOR118W	RTC5
chrXV	gene	548792	550246	-	YOR119C	RIO1
chrXV	gene	551114	552052	+	YOR120W	GCY1
chrXV	gene	551798	552103	-	YOR121C	
chrXV	gene	552298	552887	-	YOR122C	PFY1
chrXV	gene	553176	554570	-	YOR123C	LEO1
chrXV	gene	554824	558642	-	YOR124C	UBP2
chrXV	gene	559030	559731	-	YOR125C	CAT5
chrXV	gene	559961	560677	-	YOR126C	IAH1
chrXV	gene	561170	564193	+	YOR127W	RGA1
chrXV	gene	564476	566191	-	YOR128C	ADE2
chrXV	gene	566877	569558	-	YOR129C	AFI1
chrXV	gene	569929	570807	-	YOR130C	ORT1
chrXV	gene	572182	572838	-	YOR131C	
chrXV	gene	573175	574830	+	YOR132W	VPS17
chrXV	gene	575098	577626	+	YOR133W	EFT1
chrXV	gene	578564	579793	+	YOR134W	BAG7
chrXV	gene	580159	580500	-	YOR135C	IRC14
chrXV	gene	580250	581359	+	YOR136W	IDH2
chrXV	gene	581813	583681	-	YOR137C	SIA1
chrXV	gene	584309	586324	-	YOR138C	RUP1
chrXV	gene	586950	587342	-	YOR139C	
chrXV	gene	586981	589281	+	YOR140W	SFL1
chrXV	gene	589942	592587	-	YOR141C	ARP8
chrXV	gene	593057	594046	+	YOR142W	LSC1
chrXV	gene	601383	602342	-	YOR143C	THI80
chrXV	gene	602717	605092	-	YOR144C	ELG1
chrXV	gene	605347	606171	-	YOR145C	PNO1
chrXV	gene	605873	606178	+	YOR146W	
chrXV	gene	606607	608475	+	YOR147W	MDM32
chrXV	gene	608640	609197	-	YOR148C	SPP2
chrXV	gene	609838	611388	-	YOR149C	SMP3
chrXV	gene	611999	612490	+	YOR150W	MRPL23
chrXV	gene	612997	616671	-	YOR151C	RPB2
chrXV	gene	617518	618288	-	YOR152C	ATG40
chrXV	gene	619840	624375	+	YOR153W	PDR5
chrXV	gene	624729	626492	+	YOR154W	SLP1
chrXV	gene	626628	627980	-	YOR155C	ISN1
chrXV	gene	628360	630540	-	YOR156C	NFI1
chrXV	gene	630966	631751	-	YOR157C	PUP1
chrXV	gene	632164	633120	+	YOR158W	PET123
chrXV	gene	633282	633566	-	YOR159C	SME1
chrXV	gene	633839	636757	+	YOR160W	MTR10
chrXV	gene	636939	638558	-	YOR161C	PNS1
chrXV	gene	637574	637654	+	YOR161W-A	
chrXV	gene	637975	638235	+	YOR161W-B	
chrXV	gene	639121	639267	-	YOR161C-C	
chrXV	gene	639560	641992	-	YOR162C	YRR1
chrXV	gene	642741	643307	+	YOR163W	DDP1
chrXV	gene	643394	644332	-	YOR164C	GET4
chrXV	gene	644566	646896	+	YOR165W	SEY1
chrXV	gene	647126	648502	-	YOR166C	SWT1
chrXV	gene	648804	649007	-	YOR167C	RPS28A
chrXV	gene	649303	651732	+	YOR168W	GLN4
chrXV	gene	651376	651840	-	YOR169C	
chrXV	gene	651858	652163	+	YOR170W	
chrXV	gene	652010	653884	-	YOR171C	LCB4
chrXV	gene	654210	656570	+	YOR172W	YRM1
chrXV	gene	657264	658325	+	YOR173W	DCS2
chrXV	gene	658747	659601	+	YOR174W	MED4
chrXV	gene	659815	661674	-	YOR175C	ALE1
chrXV	gene	662401	663582	+	YOR176W	HEM15
chrXV	gene	665785	667179	-	YOR177C	MPC54
chrXV	gene	667860	670241	-	YOR178C	GAC1
chrXV	gene	671845	672411	-	YOR179C	SYC1
chrXV	gene	674352	675167	-	YOR180C	DCI1
chrXV	gene	675939	677840	+	YOR181W	LAS17
chrXV	gene	678191	678793	-	YOR182C	RPS30B
chrXV	gene	678872	679261	+	YOR183W	FYV12
chrXV	gene	679357	680544	+	YOR184W	SER1
chrXV	gene	681444	682106	-	YOR185C	GSP2
chrXV	gene	683111	683545	+	YOR186W	
chrXV	gene	683329	683538	-	YOR186C-A	
chrXV	gene	684030	685343	+	YOR187W	TUF1
chrXV	gene	685767	689180	+	YOR188W	MSB1
chrXV	gene	689624	689974	+	YOR189W	IES4
chrXV	gene	690695	692032	+	YOR190W	SPR1
chrXV	gene	692475	697334	+	YOR191W	ULS1
chrXV	gene	698768	700567	-	YOR192C	THI72
chrXV	gene	703988	704224	-	YOR192C-C	
chrXV	gene	710446	711576	+	YOR193W	PEX27
chrXV	gene	711683	712543	-	YOR194C	TOA1
chrXV	gene	712866	715331	+	YOR195W	SLK19
chrXV	gene	715593	716837	-	YOR196C	LIP5
chrXV	gene	717086	718384	+	YOR197W	MCA1
chrXV	gene	718653	720065	-	YOR198C	BFR1
chrXV	gene	720181	720510	+	YOR199W	
chrXV	gene	720417	720815	+	YOR200W	
chrXV	gene	720470	721708	-	YOR201C	MRM1
chrXV	gene	721946	722608	+	YOR202W	HIS3
chrXV	gene	722565	722918	+	YOR203W	
chrXV	gene	722911	724725	+	YOR204W	DED1
chrXV	gene	725564	727234	-	YOR205C	GEP3
chrXV	gene	727512	729644	+	YOR206W	NOC2
chrXV	gene	730008	733457	-	YOR207C	RET1
chrXV	gene	733925	736177	+	YOR208W	PTP2
chrXV	gene	736437	737726	-	YOR209C	NPT1
chrXV	gene	738320	738532	+	YOR210W	RPB10
chrXV	gene	738924	741569	-	YOR211C	MGM1
chrXV	gene	742910	744181	+	YOR212W	STE4
chrXV	gene	744535	745281	-	YOR213C	SAS5
chrXV	gene	745593	746303	-	YOR214C	SPR2
chrXV	gene	746725	747282	-	YOR215C	AIM41
chrXV	gene	747525	748979	-	YOR216C	RUD3
chrXV	gene	749301	751886	+	YOR217W	RFC1
chrXV	gene	751476	751895	-	YOR218C	
chrXV	gene	752214	755009	-	YOR219C	STE13
chrXV	gene	755328	756125	+	YOR220W	RCN2
chrXV	gene	756476	757558	-	YOR221C	MCT1
chrXV	gene	758330	759253	+	YOR222W	ODC2
chrXV	gene	759782	760660	+	YOR223W	DSC3
chrXV	gene	760825	761265	-	YOR224C	RPB8
chrXV	gene	761392	761721	+	YOR225W	
chrXV	gene	761614	762084	-	YOR226C	ISU2
chrXV	gene	762825	766565	+	YOR227W	HER1
chrXV	gene	766869	767777	-	YOR228C	MCP1
chrXV	gene	768409	769812	+	YOR229W	WTM2
chrXV	gene	770800	772113	+	YOR230W	WTM1
chrXV	gene	772601	774127	+	YOR231W	MKK1
chrXV	gene	773163	773363	-	YOR231C-A	
chrXV	gene	774573	775259	+	YOR232W	MGE1
chrXV	gene	775846	778248	+	YOR233W	KIN4
chrXV	gene	778555	779405	-	YOR234C	RPL33B
chrXV	gene	779870	780184	+	YOR235W	IRC13
chrXV	gene	780906	781541	+	YOR236W	DFR1
chrXV	gene	781994	783298	+	YOR237W	HES1
chrXV	gene	783677	784588	+	YOR238W	
chrXV	gene	784857	786744	+	YOR239W	ABP140
chrXV	gene	786995	788641	+	YOR241W	MET7
chrXV	gene	788742	789857	-	YOR242C	SSP2
chrXV	gene	790211	792241	-	YOR243C	PUS7
chrXV	gene	792531	793868	+	YOR244W	ESA1
chrXV	gene	794076	795332	-	YOR245C	DGA1
chrXV	gene	795801	796793	-	YOR246C	ENV9
chrXV	gene	797676	798308	+	YOR247W	SRL1
chrXV	gene	798013	798315	+	YOR248W	
chrXV	gene	798674	800731	-	YOR249C	APC5
chrXV	gene	800970	802307	-	YOR250C	CLP1
chrXV	gene	802550	803464	-	YOR251C	TUM1
chrXV	gene	803667	804203	+	YOR252W	TMA16
chrXV	gene	804377	804907	+	YOR253W	NAT5
chrXV	gene	805032	807023	-	YOR254C	SEC63
chrXV	gene	807271	808107	+	YOR255W	OSW1
chrXV	gene	808254	810683	-	YOR256C	TRE2
chrXV	gene	811008	811493	+	YOR257W	CDC31
chrXV	gene	811671	812324	+	YOR258W	HNT3
chrXV	gene	812395	813708	-	YOR259C	RPT4
chrXV	gene	813984	815720	+	YOR260W	GCD1
chrXV	gene	815915	816931	-	YOR261C	RPN8
chrXV	gene	817292	818335	+	YOR262W	GPN2
chrXV	gene	818757	819164	-	YOR263C	
chrXV	gene	818866	820158	+	YOR264W	DSE3
chrXV	gene	820454	820774	+	YOR265W	RBL2
chrXV	gene	821023	822294	+	YOR266W	PNT1
chrXV	gene	822588	824867	-	YOR267C	HRK1
chrXV	gene	825534	825932	-	YOR268C	
chrXV	gene	826385	827869	+	YOR269W	PAC1
chrXV	gene	828052	830574	-	YOR270C	VPH1
chrXV	gene	831059	832042	-	YOR271C	FSF1
chrXV	gene	832813	834195	+	YOR272W	YTM1
chrXV	gene	834452	836431	-	YOR273C	TPO4
chrXV	gene	837674	838960	+	YOR274W	MOD5
chrXV	gene	839084	841069	-	YOR275C	RIM20
chrXV	gene	841333	841818	+	YOR276W	CAF20
chrXV	gene	841515	841823	-	YOR277C	
chrXV	gene	842817	843644	+	YOR278W	HEM4
chrXV	gene	843698	844630	-	YOR279C	RFM1
chrXV	gene	844992	845792	-	YOR280C	FSH3
chrXV	gene	846269	847129	-	YOR281C	PLP2
chrXV	gene	847000	847320	+	YOR282W	
chrXV	gene	847453	848145	+	YOR283W	
chrXV	gene	848478	849209	+	YOR284W	HUA2
chrXV	gene	849635	850054	+	YOR285W	RDL1
chrXV	gene	850280	850729	+	YOR286W	RDL2
chrXV	gene	850937	851839	-	YOR287C	RRP36
chrXV	gene	852121	853077	-	YOR288C	MPD1
chrXV	gene	853357	854112	+	YOR289W	
chrXV	gene	855147	860258	-	YOR290C	SNF2
chrXV	gene	861175	865593	+	YOR291W	YPK9
chrXV	gene	865653	866582	-	YOR292C	
chrXV	gene	867098	867852	+	YOR293W	RPS10A
chrXV	gene	867998	868147	-	YOR293C-A	
chrXV	gene	868340	868951	+	YOR294W	RRS1
chrXV	gene	869208	869894	+	YOR295W	UAF30
chrXV	gene	870202	874071	+	YOR296W	
chrXV	gene	874743	875321	-	YOR297C	TIM18
chrXV	gene	875599	877038	+	YOR298W	MUM3
chrXV	gene	877230	877685	-	YOR298C-A	MBF1
chrXV	gene	878435	880675	+	YOR299W	BUD7
chrXV	gene	880575	880883	+	YOR300W	
chrXV	gene	880965	882272	+	YOR301W	RAX1
chrXV	gene	882765	882842	+	YOR302W	
chrXV	gene	882899	884134	+	YOR303W	CPA1
chrXV	gene	884514	887876	+	YOR304W	ISW2
chrXV	gene	888520	888750	-	YOR304C-A	BIL1
chrXV	gene	889022	889750	+	YOR305W	RRG7
chrXV	gene	889867	891432	-	YOR306C	MCH5
chrXV	gene	892731	894092	-	YOR307C	SLY41
chrXV	gene	894624	896387	-	YOR308C	SNU66
chrXV	gene	896698	897078	-	YOR309C	
chrXV	gene	896825	898360	-	YOR310C	NOP58
chrXV	gene	899056	899928	-	YOR311C	DGK1
chrXV	gene	900250	901194	-	YOR312C	RPL20B
chrXV	gene	901858	902874	-	YOR313C	SPS4
chrXV	gene	903043	903372	+	YOR314W	
chrXV	gene	904458	904568	+	YOR314W-A	
chrXV	gene	904760	905800	+	YOR315W	SFG1
chrXV	gene	906236	907555	-	YOR316C	COT1
chrXV	gene	907726	907935	-	YOR316C-A	
chrXV	gene	909343	911445	+	YOR317W	FAA1
chrXV	gene	911784	912436	-	YOR318C	
chrXV	gene	912822	913463	+	YOR319W	HSH49
chrXV	gene	913619	915094	-	YOR320C	GNT1
chrXV	gene	916030	918291	+	YOR321W	PMT3
chrXV	gene	918606	921062	-	YOR322C	LDB19
chrXV	gene	921535	922905	-	YOR323C	PRO2
chrXV	gene	923232	925040	-	YOR324C	FRT1
chrXV	gene	924577	925050	+	YOR325W	
chrXV	gene	925721	930445	+	YOR326W	MYO2
chrXV	gene	930734	931081	-	YOR327C	SNC2
chrXV	gene	931803	936497	+	YOR328W	PDR10
chrXV	gene	936731	939349	-	YOR329C	SCD5
chrXV	gene	939348	939557	+	YOR329W-A	
chrXV	gene	939621	943385	-	YOR330C	MIP1
chrXV	gene	943565	944122	-	YOR331C	
chrXV	gene	943656	944357	+	YOR332W	VMA4
chrXV	gene	944541	944957	-	YOR333C	
chrXV	gene	944596	946008	+	YOR334W	MRS2
chrXV	gene	946233	949109	-	YOR335C	ALA1
chrXV	gene	946568	946648	+	YOR335W-A	
chrXV	gene	949773	953870	+	YOR336W	KRE5
chrXV	gene	954344	956623	+	YOR337W	TEA1
chrXV	gene	956898	957989	+	YOR338W	
chrXV	gene	958362	958832	-	YOR339C	UBC11
chrXV	gene	959202	960182	-	YOR340C	RPA43
chrXV	gene	960987	965981	+	YOR341W	RPA190
chrXV	gene	966666	967625	-	YOR342C	
chrXV	gene	968148	968474	-	YOR343C	
chrXV	gene	977194	978069	-	YOR344C	TYE7
chrXV	gene	981812	982162	-	YOR345C	
chrXV	gene	981828	984785	+	YOR346W	REV1
chrXV	gene	984942	986462	-	YOR347C	PYK2
chrXV	gene	986899	988782	-	YOR348C	PUT4
chrXV	gene	989789	992833	+	YOR349W	CIN1
chrXV	gene	992864	994855	-	YOR350C	MNE1
chrXV	gene	995018	996511	-	YOR351C	MEK1
chrXV	gene	997213	998244	+	YOR352W	TFB6
chrXV	gene	998453	1000828	-	YOR353C	SOG2
chrXV	gene	1001147	1003225	-	YOR354C	MSC6
chrXV	gene	1005137	1006705	+	YOR355W	GDS1
chrXV	gene	1007221	1009116	+	YOR356W	CIR2
chrXV	gene	1009224	1009712	-	YOR357C	SNX3
chrXV	gene	1010161	1010889	+	YOR358W	HAP5
chrXV	gene	1011189	1012760	+	YOR359W	VTS1
chrXV	gene	1013241	1014821	-	YOR360C	PDE2
chrXV	gene	1015361	1017652	-	YOR361C	PRT1
chrXV	gene	1017880	1018746	-	YOR362C	PRE10
chrXV	gene	1020222	1023212	-	YOR363C	PIP2
chrXV	gene	1023371	1023739	+	YOR364W	
chrXV	gene	1023461	1025572	-	YOR365C	
chrXV	gene	1025256	1025609	+	YOR366W	
chrXV	gene	1026007	1026609	+	YOR367W	SCP1
chrXV	gene	1026843	1028048	+	YOR368W	RAD17
chrXV	gene	1028194	1028625	-	YOR369C	RPS12
chrXV	gene	1029183	1030994	-	YOR370C	MRS6
chrXV	gene	1031489	1034182	-	YOR371C	GPB1
chrXV	gene	1034807	1036471	-	YOR372C	NDD1
chrXV	gene	1036834	1039389	+	YOR373W	NUD1
chrXV	gene	1039840	1041399	+	YOR374W	ALD4
chrXV	gene	1041678	1043042	-	YOR375C	GDH1
chrXV	gene	1043191	1043559	+	YOR376W	
chrXV	gene	1045196	1045351	+	YOR376W-A	
chrXV	gene	1046226	1047803	+	YOR377W	ATF1
chrXV	gene	1049511	1051058	+	YOR378W	AMF1
chrXV	gene	1050726	1051064	-	YOR379C	
chrXV	gene	1051290	1052930	+	YOR380W	RDR1
chrXV	gene	1055545	1057680	+	YOR381W	FRE3
chrXV	gene	1058423	1058590	+	YOR381W-A	
chrXV	gene	1059531	1059992	+	YOR382W	FIT2
chrXV	gene	1060441	1061055	-	YOR383C	FIT3
chrXV	gene	1061564	1063648	+	YOR384W	FRE5
chrXV	gene	1065043	1065915	+	YOR385W	
chrXV	gene	1066839	1068536	+	YOR386W	PHR1
chrXV	gene	1069621	1070241	-	YOR387C	
chrXV	gene	1071793	1072923	-	YOR388C	FDH1
chrXV	gene	1074213	1076087	+	YOR389W	
chrXV	gene	1076784	1077911	+	YOR390W	FEX1
chrXV	gene	1078545	1079258	-	YOR391C	HSP33
chrXV	gene	1079282	1079725	+	YOR392W	
chrXV	gene	1080276	1081589	+	YOR393W	ERR1
chrXV	gene	1082718	1083212	+	YOR394W	PAU21
chrXV	gene	1084202	1084369	-	YOR394C-A	
chrXV	gene	1085473	1090863	+	YOR396W	YRF1-8
chrXV	gene	1090015	1090497	-	YOR396C-A	
chrXVI	gene	280	6007	-	YPL283C	YRF1-7
chrXVI	gene	643	1125	+	YPL283W-B	
chrXVI	gene	1426	2001	+	YPL283W-A	
chrXVI	gene	7933	8427	-	YPL282C	PAU22
chrXVI	gene	9557	10870	-	YPL281C	ERR2
chrXVI	gene	11887	12600	+	YPL280W	HSP32
chrXVI	gene	13228	14355	-	YPL279C	FEX2
chrXVI	gene	15053	15355	-	YPL278C	
chrXVI	gene	15405	16868	-	YPL277C	
chrXVI	gene	22938	24701	+	YPL274W	SAM3
chrXVI	gene	25087	26064	+	YPL273W	SAM4
chrXVI	gene	26611	28164	-	YPL272C	PBI1
chrXVI	gene	30079	30267	+	YPL271W	ATP15
chrXVI	gene	30482	32803	+	YPL270W	MDL2
chrXVI	gene	33013	34947	+	YPL269W	KAR9
chrXVI	gene	35236	37845	+	YPL268W	PLC1
chrXVI	gene	38169	38798	+	YPL267W	ACM1
chrXVI	gene	39121	40077	+	YPL266W	DIM1
chrXVI	gene	41043	42869	+	YPL265W	DIP5
chrXVI	gene	43283	44344	-	YPL264C	
chrXVI	gene	44551	46506	-	YPL263C	KEL3
chrXVI	gene	47336	48802	+	YPL262W	FUM1
chrXVI	gene	48996	49304	-	YPL261C	
chrXVI	gene	49303	50958	+	YPL260W	
chrXVI	gene	51244	52671	-	YPL259C	APM1
chrXVI	gene	53498	55153	-	YPL258C	THI21
chrXVI	gene	63279	63860	+	YPL257W	
chrXVI	gene	64977	66614	-	YPL256C	CLN2
chrXVI	gene	67725	68882	+	YPL255W	BBP1
chrXVI	gene	69485	70951	+	YPL254W	HFI1
chrXVI	gene	71063	73006	-	YPL253C	VIK1
chrXVI	gene	73363	73881	-	YPL252C	YAH1
chrXVI	gene	73625	73927	+	YPL251W	
chrXVI	gene	74309	74719	-	YPL250C	ATG41
chrXVI	gene	75699	76239	-	YPL249C-A	RPL36B
chrXVI	gene	75702	75989	+	YPL250W-A	
chrXVI	gene	76669	79353	-	YPL249C	GYP5
chrXVI	gene	79711	82356	-	YPL248C	GAL4
chrXVI	gene	82625	84196	-	YPL247C	
chrXVI	gene	84509	85297	-	YPL246C	RBD2
chrXVI	gene	85586	86950	+	YPL245W	
chrXVI	gene	87014	88033	-	YPL244C	HUT1
chrXVI	gene	88517	90316	+	YPL243W	SRP68
chrXVI	gene	90622	95109	-	YPL242C	IQG1
chrXVI	gene	95372	96258	-	YPL241C	CIN2
chrXVI	gene	96496	98625	-	YPL240C	HSP82
chrXVI	gene	99484	100086	+	YPL239W	YAR1
chrXVI	gene	100474	100863	-	YPL238C	
chrXVI	gene	100496	101353	+	YPL237W	SUI3
chrXVI	gene	101608	102702	-	YPL236C	ENV7
chrXVI	gene	103232	104647	+	YPL235W	RVB2
chrXVI	gene	104946	105440	-	YPL234C	VMA11
chrXVI	gene	106172	106822	+	YPL233W	NSL1
chrXVI	gene	107275	108147	+	YPL232W	SSO1
chrXVI	gene	108652	114315	+	YPL231W	FAS2
chrXVI	gene	115219	116487	+	YPL230W	USV1
chrXVI	gene	117067	117687	+	YPL229W	
chrXVI	gene	118382	120031	+	YPL228W	CET1
chrXVI	gene	120163	121167	-	YPL227C	ALG5
chrXVI	gene	121767	125357	+	YPL226W	NEW1
chrXVI	gene	126006	126446	+	YPL225W	
chrXVI	gene	126634	128088	-	YPL224C	MMT2
chrXVI	gene	128632	129138	-	YPL223C	GRE1
chrXVI	gene	130162	132228	+	YPL222W	FMP40
chrXVI	gene	131870	132115	-	YPL222C-A	
chrXVI	gene	133043	135424	+	YPL221W	FLC1
chrXVI	gene	135790	136443	+	YPL220W	RPL1A
chrXVI	gene	136750	138228	+	YPL219W	PCL8
chrXVI	gene	138698	139409	+	YPL218W	SAR1
chrXVI	gene	139620	143171	-	YPL217C	BMS1
chrXVI	gene	143821	147129	+	YPL216W	
chrXVI	gene	147416	148423	+	YPL215W	CBP3
chrXVI	gene	148569	150191	-	YPL214C	THI6
chrXVI	gene	150614	151330	+	YPL213W	LEA1
chrXVI	gene	151515	153149	-	YPL212C	PUS1
chrXVI	gene	153495	154040	+	YPL211W	NIP7
chrXVI	gene	154290	156212	-	YPL210C	SRP72
chrXVI	gene	156490	157593	-	YPL209C	IPL1
chrXVI	gene	157842	159593	+	YPL208W	RKM1
chrXVI	gene	159909	162341	+	YPL207W	TYW1
chrXVI	gene	162632	163597	-	YPL206C	PGC1
chrXVI	gene	163922	164266	-	YPL205C	
chrXVI	gene	164276	165760	+	YPL204W	HRR25
chrXVI	gene	166256	167398	+	YPL203W	TPK2
chrXVI	gene	168088	169338	-	YPL202C	AFT2
chrXVI	gene	169770	171155	-	YPL201C	YIG1
chrXVI	gene	171484	171954	+	YPL200W	CSM4
chrXVI	gene	172033	172755	-	YPL199C	
chrXVI	gene	173152	174702	+	YPL198W	RPL7B
chrXVI	gene	174343	174756	-	YPL197C	
chrXVI	gene	175043	175864	+	YPL196W	OXR1
chrXVI	gene	176223	179021	+	YPL195W	APL5
chrXVI	gene	179277	181115	+	YPL194W	DDC1
chrXVI	gene	181403	182548	+	YPL193W	RSA1
chrXVI	gene	182655	183056	-	YPL192C	PRM3
chrXVI	gene	183597	184679	-	YPL191C	
chrXVI	gene	185317	187725	-	YPL190C	NAB3
chrXVI	gene	188307	188513	-	YPL189C-A	COA2
chrXVI	gene	189154	190983	+	YPL189W	GUP2
chrXVI	gene	191406	192650	+	YPL188W	POS5
chrXVI	gene	193648	194145	+	YPL187W	MF%28ALPHA%291
chrXVI	gene	194512	195426	-	YPL186C	UIP4
chrXVI	gene	195253	195648	+	YPL185W	
chrXVI	gene	195950	197788	-	YPL184C	MRN1
chrXVI	gene	199095	199376	+	YPL183W-A	RTC6
chrXVI	gene	199495	202536	-	YPL183C	RTT10
chrXVI	gene	203306	203689	-	YPL182C	
chrXVI	gene	203421	204941	+	YPL181W	CTI6
chrXVI	gene	205248	207647	+	YPL180W	TCO89
chrXVI	gene	208157	209806	+	YPL179W	PPQ1
chrXVI	gene	212158	212784	+	YPL178W	CBC2
chrXVI	gene	213042	213962	-	YPL177C	CUP9
chrXVI	gene	216012	218363	-	YPL176C	TRE1
chrXVI	gene	218630	220088	+	YPL175W	SPT14
chrXVI	gene	220167	222773	-	YPL174C	NIP100
chrXVI	gene	223143	224036	+	YPL173W	MRPL40
chrXVI	gene	224353	225741	-	YPL172C	COX10
chrXVI	gene	226169	227371	-	YPL171C	OYE3
chrXVI	gene	228314	228772	+	YPL170W	DAP1
chrXVI	gene	229039	230838	-	YPL169C	MEX67
chrXVI	gene	231217	232509	+	YPL168W	MRX4
chrXVI	gene	232593	237107	-	YPL167C	REV3
chrXVI	gene	237338	237979	+	YPL166W	ATG29
chrXVI	gene	237956	239077	-	YPL165C	SET6
chrXVI	gene	239350	241497	-	YPL164C	MLH3
chrXVI	gene	241918	242700	-	YPL163C	SVS1
chrXVI	gene	243206	244027	-	YPL162C	
chrXVI	gene	244319	246220	-	YPL161C	BEM4
chrXVI	gene	246990	250262	+	YPL160W	CDC60
chrXVI	gene	250907	251668	-	YPL159C	PET20
chrXVI	gene	252034	254310	-	YPL158C	AIM44
chrXVI	gene	254814	255761	+	YPL157W	TGS1
chrXVI	gene	255913	256767	-	YPL156C	PRM4
chrXVI	gene	257216	259336	-	YPL155C	KIP2
chrXVI	gene	259714	260931	-	YPL154C	PEP4
chrXVI	gene	261727	264192	-	YPL153C	RAD53
chrXVI	gene	264602	264700	+	YPL152W-A	
chrXVI	gene	265028	266104	+	YPL152W	RRD2
chrXVI	gene	266180	267535	-	YPL151C	PRP46
chrXVI	gene	268188	270893	+	YPL150W	
chrXVI	gene	271310	272194	+	YPL149W	ATG5
chrXVI	gene	272294	272815	-	YPL148C	PPT2
chrXVI	gene	273255	275867	+	YPL147W	PXA1
